pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Tetr_caes	Tetr_impu	VBVO01000004.1	100001	200000	0.0035380362275673	5111	500868	141566668	226219916
Tetr_caes	Tetr_immi	VBVO01000004.1	100001	200000	0.0037731200931726	3680	60284	15977228	27937588
Tetr_impu	Tetr_immi	VBVO01000004.1	100001	200000	0.0041918669593931	3821	17818	4250612	7022540
Tetr_caes	Tetr_impu	VBVO01000004.1	200001	300000	0.0050856594824444	2126	230522	45327848	103731340
Tetr_caes	Tetr_immi	VBVO01000004.1	200001	300000	0.0056184273741525	1402	20208	3596736	14201376
Tetr_impu	Tetr_immi	VBVO01000004.1	200001	300000	0.0028493713027008	1402	2732	958808	3610056
Tetr_caes	Tetr_impu	VBVO01000005.1	1	100000	0.0040476601435975	5916	552498	136498120	297459272
Tetr_caes	Tetr_immi	VBVO01000005.1	1	100000	0.0044391402700267	3655	65748	14810976	37004832
Tetr_impu	Tetr_immi	VBVO01000005.1	1	100000	0.0035910912822706	3655	14102	3926940	9374436
Tetr_caes	Tetr_impu	VBVO01000005.1	100001	200000	0.0036316351678312	4541	337288	92874968	225598276
Tetr_caes	Tetr_immi	VBVO01000005.1	100001	200000	0.003868453069079	2829	38830	10037604	27989052
Tetr_impu	Tetr_immi	VBVO01000005.1	100001	200000	0.0040520564263516	2828	10504	2592264	7169368
Tetr_caes	Tetr_impu	VBVO01000005.1	200001	300000	0.008228132085029	972	241254	29320628	38878672
Tetr_caes	Tetr_immi	VBVO01000005.1	200001	300000	0.0063399376443495	840	22718	3583316	4559884
Tetr_impu	Tetr_immi	VBVO01000005.1	200001	300000	0.006742807140676	840	5918	877676	1212724
Tetr_caes	Tetr_impu	VBVO01000006.1	1	100000	0.0037852913163368	5399	527054	139237368	267370356
Tetr_caes	Tetr_immi	VBVO01000006.1	1	100000	0.003688572516216	4102	53370	14469012	34081164
Tetr_impu	Tetr_immi	VBVO01000006.1	1	100000	0.0037777277089692	4101	13950	3692696	8770376
Tetr_caes	Tetr_impu	VBVO01000006.1	100001	200000	0.0039248442578367	4936	335598	85506068	262485232
Tetr_caes	Tetr_immi	VBVO01000006.1	100001	200000	0.0027162561287532	3372	23720	8732608	32818592
Tetr_impu	Tetr_immi	VBVO01000006.1	100001	200000	0.0029058437340308	3366	6710	2309140	8357260
Tetr_caes	Tetr_impu	VBVO01000006.1	200001	300000	4.702884099660832e-05	429	840	17861380	12146312
Tetr_caes	Tetr_immi	VBVO01000006.1	200001	300000	4.634016708940248e-05	421	98	2114796	1468212
Tetr_impu	Tetr_immi	VBVO01000006.1	200001	300000	7.263957694710386e-06	421	4	550664	369112
Tetr_caes	Tetr_impu	VBVO01000007.1	1	100000	0.003468733406042	4866	488726	140894656	229480004
Tetr_caes	Tetr_immi	VBVO01000007.1	1	100000	0.0029646455610721	3269	45868	15471664	28752176
Tetr_impu	Tetr_immi	VBVO01000007.1	1	100000	0.0030603674227983	2983	12330	4028928	7323552
Tetr_caes	Tetr_impu	VBVO01000007.1	100001	200000	0.0038834548507699	6491	657602	169334272	284698196
Tetr_caes	Tetr_immi	VBVO01000007.1	100001	200000	0.0033235044334228	4445	63804	19197808	35015024
Tetr_impu	Tetr_immi	VBVO01000007.1	100001	200000	0.0037926751811381	4445	18750	4943740	8972964
Tetr_caes	Tetr_impu	VBVO01000008.1	1	100000	0.00383132947662	4493	404006	105447992	227924176
Tetr_caes	Tetr_immi	VBVO01000008.1	1	100000	0.0036362256349163	3587	35260	9696868	30108764
Tetr_impu	Tetr_immi	VBVO01000008.1	1	100000	0.0032583038662641	3587	8470	2599512	7618792
Tetr_caes	Tetr_impu	VBVO01000008.1	100001	200000	0.0068310421108123	3793	784620	114860952	170456940
Tetr_caes	Tetr_immi	VBVO01000008.1	100001	200000	0.0079777241078702	2506	92318	11571972	22495836
Tetr_impu	Tetr_immi	VBVO01000008.1	100001	200000	0.006732945199334	2506	21612	3209888	5535488
Tetr_caes	Tetr_impu	VBVO01000009.1	1	100000	0.0040068760921138	4267	350400	87449672	230394040
Tetr_caes	Tetr_immi	VBVO01000009.1	1	100000	0.0048571364016722	3563	48154	9914072	28037416
Tetr_impu	Tetr_immi	VBVO01000009.1	1	100000	0.0038188860700305	3429	9670	2532152	7210184
Tetr_caes	Tetr_impu	VBVO01000009.1	100001	200000	0.0037701131514746	4175	429704	113976420	189248160
Tetr_caes	Tetr_immi	VBVO01000009.1	100001	200000	0.0043155330184802	2768	49994	11584664	24621256
Tetr_impu	Tetr_immi	VBVO01000009.1	100001	200000	0.0029715797327545	2768	8762	2948600	6345640
Tetr_caes	Tetr_impu	VBVO01000010.1	1	100000	0.0043424867144556	3623	345502	79563168	183861000
Tetr_caes	Tetr_immi	VBVO01000010.1	1	100000	0.0037805177716667	2354	31570	8350708	23102924
Tetr_impu	Tetr_immi	VBVO01000010.1	1	100000	0.0051274279507968	2354	11368	2217096	5857208
Tetr_caes	Tetr_impu	VBVO01000010.1	100001	200000	0.0044366196721775	4155	352178	79379804	241051984
Tetr_caes	Tetr_immi	VBVO01000010.1	100001	200000	0.0053510735072355	2703	45506	8504088	29756424
Tetr_impu	Tetr_immi	VBVO01000010.1	100001	200000	0.0055546765720121	2560	12358	2224792	7596872
Tetr_caes	Tetr_impu	VBVO01000011.1	1	100000	0.0031999628648535	5530	491380	153558032	253329484
Tetr_caes	Tetr_immi	VBVO01000011.1	1	100000	0.0029675498986761	3773	50662	17071996	31511588
Tetr_impu	Tetr_immi	VBVO01000011.1	1	100000	0.0027094409461414	3773	12602	4651144	7820504
Tetr_caes	Tetr_impu	VBVO01000011.1	100001	200000	0.0059226780220929	4141	629264	106246532	184177564
Tetr_caes	Tetr_immi	VBVO01000011.1	100001	200000	0.0049252007411322	3114	55280	11223908	23453596
Tetr_impu	Tetr_immi	VBVO01000011.1	100001	200000	0.0056960827084379	3113	16608	2915688	5986200
Tetr_caes	Tetr_impu	VBVO01000012.1	1	100000	0.0023157374842459	7344	454952	196460956	317656844
Tetr_caes	Tetr_immi	VBVO01000012.1	1	100000	0.0022498565597528	6178	45408	20182620	41204580
Tetr_impu	Tetr_immi	VBVO01000012.1	1	100000	0.0028005520238203	6175	14684	5243252	10515148
Tetr_caes	Tetr_impu	VBVO01000012.1	100001	200000	0.004483142145169	3402	532614	118803728	129301828
Tetr_caes	Tetr_immi	VBVO01000012.1	100001	200000	0.0044799150902809	2701	55648	12421664	17202880
Tetr_impu	Tetr_immi	VBVO01000012.1	100001	200000	0.0049674453384233	2701	16156	3252376	4352392
Tetr_caes	Tetr_impu	VBVO01000013.1	1	100000	0.0028350023256308	5082	469154	165486284	201111184
Tetr_caes	Tetr_immi	VBVO01000013.1	1	100000	0.003292325473397	4096	56858	17269860	26502972
Tetr_impu	Tetr_immi	VBVO01000013.1	1	100000	0.0044174153761626	4096	20068	4542928	6693776
Tetr_caes	Tetr_impu	VBVO01000013.1	100001	200000	0.0024285984801339	3396	218542	89986880	157559092
Tetr_caes	Tetr_immi	VBVO01000013.1	100001	200000	0.0044401982328275	2414	38286	8622588	20935140
Tetr_impu	Tetr_immi	VBVO01000013.1	100001	200000	0.0034907299159186	2414	8456	2422416	5165200
Tetr_caes	Tetr_impu	VBVO01000014.1	1	100000	0.0038425481592619	2547	249716	64987084	123173036
Tetr_caes	Tetr_immi	VBVO01000014.1	1	100000	0.0033916446217009	1962	21852	6442892	16023988
Tetr_impu	Tetr_immi	VBVO01000014.1	1	100000	0.0039836284253513	1962	7000	1757192	4010168
Tetr_caes	Tetr_impu	VBVO01000014.1	100001	200000	0.0048223153497831	2678	325710	67542244	119848448
Tetr_caes	Tetr_immi	VBVO01000014.1	100001	200000	0.0058239606018057	1704	43784	7517908	14857100
Tetr_impu	Tetr_immi	VBVO01000014.1	100001	200000	0.0064976465217322	1704	13208	2032736	3711040
Tetr_caes	Tetr_impu	VBVO01000015.1	1	100000	0.0035778106313111	5371	263436	73630504	302060204
Tetr_caes	Tetr_immi	VBVO01000015.1	1	100000	0.0034700915039778	2536	25560	7365800	37492792
Tetr_impu	Tetr_immi	VBVO01000015.1	1	100000	0.0032433372989859	2536	6412	1976976	9538448
Tetr_caes	Tetr_impu	VBVO01000015.1	100001	200000	0.0031415583864897	3128	179590	57165896	180657304
Tetr_caes	Tetr_immi	VBVO01000015.1	100001	200000	0.0022196178247487	2117	10318	4648548	23748252
Tetr_impu	Tetr_immi	VBVO01000015.1	100001	200000	0.0030011332079747	2117	3856	1284848	6004752
Tetr_caes	Tetr_impu	VBVO01000016.1	1	100000	0.003655648259969	4685	405284	110865152	217820500
Tetr_caes	Tetr_immi	VBVO01000016.1	1	100000	0.0046033292459644	3526	54810	11906600	27339448
Tetr_impu	Tetr_immi	VBVO01000016.1	1	100000	0.0055983213726999	3512	18036	3221680	6852976
Tetr_caes	Tetr_impu	VBVO01000016.1	100001	200000	0.0037607630861289	4143	515262	137009960	172789732
Tetr_caes	Tetr_immi	VBVO01000016.1	100001	200000	0.0031263199300981	3140	46542	14887152	22103856
Tetr_impu	Tetr_immi	VBVO01000016.1	100001	200000	0.0028362313903901	3140	11224	3957364	5538412
Tetr_caes	Tetr_impu	VBVO01000017.1	1	100000	0.0057211834771975	8303	1388696	242728800	349450968
Tetr_caes	Tetr_immi	VBVO01000017.1	1	100000	0.005829476578065	5847	159594	27377072	43330960
Tetr_impu	Tetr_immi	VBVO01000017.1	1	100000	0.0065368153142884	5844	45994	7036148	11114956
Tetr_caes	Tetr_impu	VBVO01000017.1	100001	200000	0.0036935491551577	6541	668596	181017220	296587724
Tetr_caes	Tetr_immi	VBVO01000017.1	100001	200000	0.0043620961373504	4800	87122	19972508	37054948
Tetr_impu	Tetr_immi	VBVO01000017.1	100001	200000	0.0041784718775058	4800	21886	5237800	9401432
Tetr_caes	Tetr_impu	VBVO01000018.1	1	100000	0.0042196498197106	5269	546560	129527336	249241084
Tetr_caes	Tetr_immi	VBVO01000018.1	1	100000	0.0041194291384297	3553	59318	14399568	30826512
Tetr_impu	Tetr_immi	VBVO01000018.1	1	100000	0.0062654040182046	3553	23662	3776612	7833148
Tetr_caes	Tetr_impu	VBVO01000018.1	100001	200000	0.0083534295315279	2288	371888	44519200	125524388
Tetr_caes	Tetr_immi	VBVO01000018.1	100001	200000	0.0110165059966784	1431	54606	4956744	15346968
Tetr_impu	Tetr_immi	VBVO01000018.1	100001	200000	0.011209031995783	1288	13014	1161028	4051036
Tetr_caes	Tetr_impu	VBVO01000019.1	1	100000	0.0014006569273665	2635	60046	42869884	141443096
Tetr_caes	Tetr_immi	VBVO01000019.1	1	100000	0.0022679093721288	1374	8610	3796448	18211072
Tetr_impu	Tetr_immi	VBVO01000019.1	1	100000	0.001264620993468	1374	1332	1053280	4596160
Tetr_caes	Tetr_impu	VBVO01000019.1	100001	200000	0.0036334312330332	3412	356832	98207996	160669552
Tetr_caes	Tetr_immi	VBVO01000019.1	100001	200000	0.0035252625947234	2568	36820	10444612	20466140
Tetr_impu	Tetr_immi	VBVO01000019.1	100001	200000	0.0026635107622168	2568	7436	2791804	5143140
Tetr_caes	Tetr_impu	VBVO01000020.1	1	100000	0.0040449576513133	5365	698998	172807248	212676180
Tetr_caes	Tetr_immi	VBVO01000020.1	1	100000	0.004593944477888	3955	87974	19149992	26877880
Tetr_impu	Tetr_immi	VBVO01000020.1	1	100000	0.0054128412573385	3955	27158	5017328	6798256
Tetr_caes	Tetr_impu	VBVO01000020.1	100001	200000	0.0060738650691734	4441	526230	86638408	224070608
Tetr_caes	Tetr_immi	VBVO01000020.1	100001	200000	0.0060903120356484	3220	56578	9289836	27809748
Tetr_impu	Tetr_immi	VBVO01000020.1	100001	200000	0.0052361449954113	3219	12826	2449512	7074136
Tetr_caes	Tetr_impu	VBVO01000021.1	1	100000	0.0029474146800301	4565	283192	96081492	223371024
Tetr_caes	Tetr_immi	VBVO01000021.1	1	100000	0.0041667599772597	2958	42422	10181052	27962532
Tetr_impu	Tetr_immi	VBVO01000021.1	1	100000	0.0035374357031661	2956	9562	2703088	7088560
Tetr_caes	Tetr_impu	VBVO01000021.1	100001	200000	0.0041340132471505	1973	151016	36530120	109801096
Tetr_caes	Tetr_immi	VBVO01000021.1	100001	200000	0.0032059118866809	1671	10804	3370024	14102360
Tetr_impu	Tetr_immi	VBVO01000021.1	100001	200000	0.0023581933374832	1671	2470	1047412	3437836
Tetr_caes	Tetr_impu	VBVO01000022.1	1	100000	0.0032253985684916	3130	309878	96074328	122862912
Tetr_caes	Tetr_immi	VBVO01000022.1	1	100000	0.0030675304399733	1830	32066	10453360	15688400
Tetr_impu	Tetr_immi	VBVO01000022.1	1	100000	0.0034448300112493	1830	9542	2769948	3940772
Tetr_caes	Tetr_impu	VBVO01000022.1	100001	200000	0.0032743737905299	2826	217090	66299700	131373348
Tetr_caes	Tetr_immi	VBVO01000022.1	100001	200000	0.0026215058402934	1806	17012	6489400	17113352
Tetr_impu	Tetr_immi	VBVO01000022.1	100001	200000	0.0034985751770448	1806	5952	1701264	4357680
Tetr_caes	Tetr_impu	VBVO01000023.1	1	100000	0.0035697913847541	4432	580060	162491288	147937936
Tetr_caes	Tetr_immi	VBVO01000023.1	1	100000	0.0048783594828694	3705	84556	17332876	19733300
Tetr_impu	Tetr_immi	VBVO01000023.1	1	100000	0.0044053560549249	3704	20044	4549916	4965156
Tetr_caes	Tetr_impu	VBVO01000023.1	100001	200000	0.004286797806833	3431	267382	62373364	177828068
Tetr_caes	Tetr_immi	VBVO01000023.1	100001	200000	0.0039369011002098	1980	26710	6784524	21896244
Tetr_impu	Tetr_immi	VBVO01000023.1	100001	200000	0.004252452755931	1978	7866	1849756	5512740
Tetr_caes	Tetr_impu	VBVO01000024.1	1	100000	0.0032571078024746	4681	472752	145144720	192844016
Tetr_caes	Tetr_immi	VBVO01000024.1	1	100000	0.0043345319056997	3937	68572	15819932	24536932
Tetr_impu	Tetr_immi	VBVO01000024.1	1	100000	0.0047720387427921	3934	19948	4180184	6179624
Tetr_caes	Tetr_impu	VBVO01000024.1	100001	200000	0.0072127512467295	1848	324812	45033024	92414796
Tetr_caes	Tetr_immi	VBVO01000024.1	100001	200000	0.0081214362893812	1682	39716	4890268	11521412
Tetr_impu	Tetr_immi	VBVO01000024.1	100001	200000	0.0057531733505995	1568	6824	1186128	3026832
Tetr_caes	Tetr_impu	VBVO01000025.1	1	100000	0.0026282574072736	4814	326714	124308220	212701244
Tetr_caes	Tetr_immi	VBVO01000025.1	1	100000	0.002585580208708	3542	32110	12418876	27821060
Tetr_impu	Tetr_immi	VBVO01000025.1	1	100000	0.0029748429756527	3542	9698	3260004	7069788
Tetr_caes	Tetr_impu	VBVO01000025.1	100001	200000	0.0017953723652285	3136	135730	75599916	143826960
Tetr_caes	Tetr_immi	VBVO01000025.1	100001	200000	0.0014310648007883	2145	11374	7947928	18252296
Tetr_impu	Tetr_immi	VBVO01000025.1	100001	200000	0.0021420757830192	2145	4684	2186664	4539064
Tetr_caes	Tetr_impu	VBVO01000026.1	1	100000	0.0056880195970869	5540	812630	142866948	264650100
Tetr_caes	Tetr_immi	VBVO01000026.1	1	100000	0.004994190661949	3920	75996	15216880	33441872
Tetr_impu	Tetr_immi	VBVO01000026.1	1	100000	0.0057376914784162	3777	22396	3903312	8587632
Tetr_caes	Tetr_impu	VBVO01000026.1	100001	200000	0.0032656964231396	3095	195784	59951684	156537376
Tetr_caes	Tetr_immi	VBVO01000026.1	100001	200000	0.0030907495914066	2134	16982	5494460	20354980
Tetr_impu	Tetr_immi	VBVO01000026.1	100001	200000	0.002851913840435	2134	4812	1687288	4948392
Tetr_caes	Tetr_impu	VBVO01000027.1	1	100000	0.0038646342092171	5935	550484	142441424	272699956
Tetr_caes	Tetr_immi	VBVO01000027.1	1	100000	0.0048849029274488	3557	78876	16146892	33422228
Tetr_impu	Tetr_immi	VBVO01000027.1	1	100000	0.005542654857605	3557	24394	4401140	8323500
Tetr_caes	Tetr_impu	VBVO01000027.1	100001	200000	0.0042847415131886	3361	315324	73592304	161572872
Tetr_caes	Tetr_immi	VBVO01000027.1	100001	200000	0.0033043648429636	2110	24450	7399304	20680120
Tetr_impu	Tetr_immi	VBVO01000027.1	100001	200000	0.0051240819853117	2110	10248	1999968	5208160
Tetr_caes	Tetr_impu	VBVO01000028.1	1	100000	0.0038327768705047	6096	638848	166680196	259862708
Tetr_caes	Tetr_immi	VBVO01000028.1	1	100000	0.004403289405361	4403	82256	18680580	32249916
Tetr_impu	Tetr_immi	VBVO01000028.1	1	100000	0.0045150933234164	4403	22534	4990816	8083296
Tetr_caes	Tetr_impu	VBVO01000028.1	100001	200000	0.0082682935010432	1718	222836	26950664	93220000
Tetr_caes	Tetr_immi	VBVO01000028.1	100001	200000	0.0011502852844037	981	3370	2929708	11419028
Tetr_impu	Tetr_immi	VBVO01000028.1	100001	200000	0.0068529107500373	981	5326	777188	2906204
Tetr_caes	Tetr_impu	VBVO01000029.1	1	100000	0.0030061261531632	4568	380474	126566212	223173788
Tetr_caes	Tetr_immi	VBVO01000029.1	1	100000	0.0040090208355199	3837	52100	12995692	28764308
Tetr_impu	Tetr_immi	VBVO01000029.1	1	100000	0.0037572947967252	3550	12274	3266712	7453288
Tetr_caes	Tetr_impu	VBVO01000029.1	100001	200000	0.0051516713074985	1958	293156	56905028	80123104
Tetr_caes	Tetr_immi	VBVO01000029.1	100001	200000	0.0050273923010377	1248	30940	6154284	10207284
Tetr_impu	Tetr_immi	VBVO01000029.1	100001	200000	0.0069761133187676	1248	11418	1636728	2563368
Tetr_caes	Tetr_impu	VBVO01000030.1	1	100000	0.0028296439780772	6078	342390	121001088	304842336
Tetr_caes	Tetr_immi	VBVO01000030.1	1	100000	0.0040834698657706	3922	52908	12956628	37890348
Tetr_impu	Tetr_immi	VBVO01000030.1	1	100000	0.0033640858651844	3922	11422	3395276	9657396
Tetr_caes	Tetr_impu	VBVO01000030.1	100001	200000	0.00250415423953	1999	197994	79066216	70762400
Tetr_caes	Tetr_immi	VBVO01000030.1	100001	200000	0.0031760184241861	1853	28668	9026396	8863588
Tetr_impu	Tetr_immi	VBVO01000030.1	100001	200000	0.0027120527593483	1853	6560	2418832	2173616
Tetr_caes	Tetr_impu	VBVO01000031.1	1	100000	0.003760775963642	5896	585702	155739668	257583064
Tetr_caes	Tetr_immi	VBVO01000031.1	1	100000	0.0028042752979892	4098	46132	16450596	32901372
Tetr_impu	Tetr_immi	VBVO01000031.1	1	100000	0.0040987453181862	4098	18516	4517480	8151416
Tetr_caes	Tetr_impu	VBVO01000031.1	100001	200000	0.0025355649242877	2137	134392	53002784	96615988
Tetr_caes	Tetr_immi	VBVO01000031.1	100001	200000	0.0016644344689391	1415	8396	5044356	12820572
Tetr_impu	Tetr_immi	VBVO01000031.1	100001	200000	0.0017749985146455	1413	2390	1346480	3239536
Tetr_caes	Tetr_impu	VBVO01000032.1	1	100000	0.0029463079797442	5683	483328	164045308	233679020
Tetr_caes	Tetr_immi	VBVO01000032.1	1	100000	0.0027427928241195	4110	47800	17427492	30061980
Tetr_impu	Tetr_immi	VBVO01000032.1	1	100000	0.0033566088640101	4110	15298	4557576	7633208
Tetr_caes	Tetr_impu	VBVO01000032.1	100001	200000	0.003508418475039	1997	248326	70780040	68976064
Tetr_caes	Tetr_immi	VBVO01000032.1	100001	200000	0.0028404074167507	1418	21618	7610880	9076416
Tetr_impu	Tetr_immi	VBVO01000032.1	100001	200000	0.002727265467149	1418	5464	2003472	2280240
Tetr_caes	Tetr_impu	VBVO01000033.1	1	100000	0.0056553803249314	4646	897984	158784016	176406800
Tetr_caes	Tetr_immi	VBVO01000033.1	1	100000	0.0051710227950829	3831	86656	16758000	23264784
Tetr_impu	Tetr_immi	VBVO01000033.1	1	100000	0.0041854596266883	3830	19146	4574408	5699640
Tetr_caes	Tetr_impu	VBVO01000033.1	100001	200000	0.0029415515164246	2684	228744	77763044	110257180
Tetr_caes	Tetr_immi	VBVO01000033.1	100001	200000	0.0028963742165517	2258	25936	8954644	13495532
Tetr_impu	Tetr_immi	VBVO01000033.1	100001	200000	0.0034296888626514	2254	8180	2385056	3378016
Tetr_caes	Tetr_impu	VBVO01000034.1	1	100000	0.0047788813768558	6273	825384	172714896	276421212
Tetr_caes	Tetr_immi	VBVO01000034.1	1	100000	0.0063829735996306	4696	116624	18271108	35357084
Tetr_impu	Tetr_immi	VBVO01000034.1	1	100000	0.0057263292697267	4694	26686	4660228	9106396
Tetr_caes	Tetr_impu	VBVO01000034.1	100001	200000	0.004498074039553	2836	241836	53764344	154610748
Tetr_caes	Tetr_immi	VBVO01000034.1	100001	200000	0.0044824041869128	1694	25084	5596104	19284504
Tetr_impu	Tetr_immi	VBVO01000034.1	100001	200000	0.0060023303793814	1694	8984	1496752	4890224
Tetr_caes	Tetr_impu	VBVO01000035.1	1	100000	0.0026013360148752	6217	358214	137703856	297652496
Tetr_caes	Tetr_immi	VBVO01000035.1	1	100000	0.0043798624259937	4498	66370	15153444	36829404
Tetr_impu	Tetr_immi	VBVO01000035.1	1	100000	0.0045912365674672	4498	17548	3822064	9522192
Tetr_caes	Tetr_impu	VBVO01000035.1	100001	200000	0.0052863633957827	1959	263680	49879280	97291312
Tetr_caes	Tetr_immi	VBVO01000035.1	100001	200000	0.0066088516959699	1240	37064	5608236	11964372
Tetr_impu	Tetr_immi	VBVO01000035.1	100001	200000	0.0059741328439254	1240	8828	1477704	3033272
Tetr_caes	Tetr_impu	VBVO01000036.1	1	100000	0.0046098165504437	4993	529654	114896980	234912968
Tetr_caes	Tetr_immi	VBVO01000036.1	1	100000	0.0058629923001308	2689	84194	14360244	27408108
Tetr_impu	Tetr_immi	VBVO01000036.1	1	100000	0.0059535027848148	2686	20596	3459476	7262668
Tetr_caes	Tetr_impu	VBVO01000036.1	100001	200000	0.0041518793359958	3448	378608	91189548	150061104
Tetr_caes	Tetr_immi	VBVO01000036.1	100001	200000	0.0049908084640356	2556	53592	10738140	18067908
Tetr_impu	Tetr_immi	VBVO01000036.1	100001	200000	0.0048502854042698	2556	13446	2772208	4622448
Tetr_caes	Tetr_impu	VBVO01000037.1	1	100000	0.0051173935781621	5243	607460	118704960	257965020
Tetr_caes	Tetr_immi	VBVO01000037.1	1	100000	0.0050014456148252	3421	62898	12575964	32399556
Tetr_impu	Tetr_immi	VBVO01000037.1	1	100000	0.00651047969408	3420	24210	3718620	7826820
Tetr_caes	Tetr_impu	VBVO01000037.1	100001	200000	0.0037078175548422	2433	336726	90815148	79648128
Tetr_caes	Tetr_immi	VBVO01000037.1	100001	200000	0.0032387778483743	2003	33052	10205084	10148740
Tetr_impu	Tetr_immi	VBVO01000037.1	100001	200000	0.0037965434960878	2002	9852	2594992	2629936
Tetr_caes	Tetr_impu	VBVO01000038.1	1	100000	0.0043482939788528	6048	487296	112066020	320772204
Tetr_caes	Tetr_immi	VBVO01000038.1	1	100000	0.0051181793822337	4199	56768	11091444	40590732
Tetr_impu	Tetr_immi	VBVO01000038.1	1	100000	0.0052222636124942	4199	16206	3103252	10163820
Tetr_caes	Tetr_impu	VBVO01000038.1	100001	200000	0.0022751780674242	1670	171946	75574744	41867948
Tetr_caes	Tetr_immi	VBVO01000038.1	100001	200000	0.0052713369598246	1527	48018	9109264	4913744
Tetr_impu	Tetr_immi	VBVO01000038.1	100001	200000	0.0054719080671362	1528	12746	2329352	1270424
Tetr_caes	Tetr_impu	VBVO01000039.1	1	100000	0.0027545188353288	3548	365016	132515340	115870008
Tetr_caes	Tetr_immi	VBVO01000039.1	1	100000	0.0024835087790911	2986	36018	14502868	15155084
Tetr_impu	Tetr_immi	VBVO01000039.1	1	100000	0.0028881711370125	2986	11106	3845340	3768004
Tetr_caes	Tetr_impu	VBVO01000039.1	100001	200000	0.0033606843188712	2494	333784	99320248	75829544
Tetr_caes	Tetr_immi	VBVO01000039.1	100001	200000	0.0021159973920437	2347	22108	10448028	10465380
Tetr_impu	Tetr_immi	VBVO01000039.1	100001	200000	0.0027249915145083	2347	7354	2698724	2669852
