pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Form_rufa	FsiM_PB_v5_ctg1067_d	1	100000	0.0044942457603389	143	2520	560717	2116386
Form_poly	FsiM_PB_v5_ctg1067_d	1	100000	0.0052095022588591	143	1973	378731	1350139
Form_lema	FsiM_PB_v5_ctg1067_d	1	100000	0.0042091889339819	143	6838	1624541	9559489
Form_para	FsiM_PB_v5_ctg1067_d	1	100000	0.005820480138452	143	5973	1026204	2939186
Form_lugu	FsiM_PB_v5_ctg1067_d	1	100000	0.0077979789867677	143	12817	1643631	4599749
Form_exse	FsiM_PB_v5_ctg1067_d	1	100000	NA	0	0	0	9438
Form_pres	FsiM_PB_v5_ctg1067_d	1	100000	0.0015791807729332	142	438	277359	4317374
Form_rufi	FsiM_PB_v5_ctg1074_d	1	100000	0.0037503562268452	282	658	175450	33904685
Form_sang	FsiM_PB_v5_ctg1074_d	1	100000	0.0	143	0	1312740	3929040
Form_prat	FsiM_PB_v5_ctg1074_d	1	100000	0.0070214025886134	286	332	47284	4740551
Form_cuni	FsiM_PB_v5_ctg1074_d	1	100000	0.0068138801261829	286	216	31700	29846446
Form_fusc	FsiM_PB_v5_ctg1074_d	1	100000	3.8794044390907205e-05	566	177	4562556	7494109
Form_rufa	FsiM_PB_v5_ctg1074_d	1	100000	0.0	428	0	4407507	6282184
Form_poly	FsiM_PB_v5_ctg1074_d	1	100000	0.0	428	0	2828760	4074630
Form_lema	FsiM_PB_v5_ctg1074_d	1	100000	0.0095055431437845	286	2706	284676	44373234
Form_para	FsiM_PB_v5_ctg1074_d	1	100000	3.0515553128162337e-05	428	235	7700991	8132839
Form_lugu	FsiM_PB_v5_ctg1074_d	1	100000	0.0014749786439629	571	17731	12021191	12908669
Form_exse	FsiM_PB_v5_ctg1074_d	1	100000	0.0	143	0	9438	28248
Form_pres	FsiM_PB_v5_ctg1074_d	1	100000	0.0001052207806466	284	506	4808936	13537865
Form_rufi	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.002645483873526	863	57042	21562029	38361711
Form_sang	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0040956379620586	719	16627	4059685	5157035
Form_prat	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0185495024824185	720	64591	3482088	4936452
Form_cuni	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.003993480499907	862	117704	29474039	23061265
Form_fusc	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0005333307729188	860	5999	11248179	9951281
Form_rufa	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0054057601184661	863	43660	8076570	10719314
Form_poly	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0041202703355037	863	20741	5033893	7104467
Form_lema	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0055269006116697	1003	121109	21912643	56610197
Form_para	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0031991647526364	1004	40833	12763644	15077276
Form_lugu	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0048523489525023	1004	114978	23695328	20139312
Form_exse	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.0	429	0	1134	65130
Form_pres	FsiM_PB_v5_ctg112_frg2_d	1	100000	0.003024885469376	859	379	125294	32134230
Form_rufi	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0032957978577313	143	72	21846	8513109
Form_sang	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0	143	0	858	1311882
Form_prat	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0007781744941865	143	17	21846	1177209
Form_cuni	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0004982055374622	143	108	216778	7265840
Form_fusc	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0	143	0	143	3019302
Form_rufa	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0006813699121391	143	76	111540	2565563
Form_poly	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0	143	0	2145	1726725
Form_lema	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0	143	0	90090	11093940
Form_para	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0	143	0	9438	3955952
Form_lugu	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0008547495583793	143	60	70196	6173184
Form_exse	FsiM_PB_v5_ctg1227_frg1_d	1	100000	NA	0	0	0	9438
Form_pres	FsiM_PB_v5_ctg1227_frg1_d	1	100000	0.0	142	0	87597	4507136
Form_rufi	FsiM_PB_v5_ctg1237	1	100000	0.0016751313196158	570	25128	15000615	19019835
Form_sang	FsiM_PB_v5_ctg1237	1	100000	0.0040054891509715	568	1007	251405	4981195
Form_prat	FsiM_PB_v5_ctg1237	1	100000	0.0027071544901371	427	876	323587	4455863
Form_cuni	FsiM_PB_v5_ctg1237	1	100000	0.0006587688151624	570	2680	4068195	25757625
Form_fusc	FsiM_PB_v5_ctg1237	1	100000	0.0013551941248951	429	7932	5853036	6182514
Form_rufa	FsiM_PB_v5_ctg1237	1	100000	2.9176075951160915e-05	286	70	2399226	8271744
Form_poly	FsiM_PB_v5_ctg1237	1	100000	3.789289454940316e-05	286	64	1688971	5202329
Form_lema	FsiM_PB_v5_ctg1237	1	100000	0.0028591591804171	570	48589	16994157	27585543
Form_para	FsiM_PB_v5_ctg1237	1	100000	0.0004740817448846	286	575	1212871	14593229
Form_lugu	FsiM_PB_v5_ctg1237	1	100000	0.0002555369133158	570	988	3866369	21019831
Form_exse	FsiM_PB_v5_ctg1237	1	100000	0.0	137	0	137	37483
Form_pres	FsiM_PB_v5_ctg1237	1	100000	0.0049437838494068	429	733	148267	18166403
Form_rufi	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0019248324617333	116	272	141311	6782149
Form_sang	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	696	1064184
Form_prat	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	7656	965004
Form_cuni	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0029705519892581	116	323	108734	5961082
Form_fusc	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	696	2448644
Form_rufa	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	26796	2144840
Form_poly	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	1740	1400700
Form_lema	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	5220	9067140
Form_para	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	99876	3116804
Form_lugu	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	50403	5014157
Form_exse	FsiM_PB_v5_ctg127_frg5_d	1	100000	NA	0	0	0	7656
Form_pres	FsiM_PB_v5_ctg127_frg5_d	1	100000	0.0	116	0	3248	3723948
Form_rufi	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0	126	0	126	31871664
Form_sang	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0009022118742724	533	62	68720	4833400
Form_prat	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.00110858292616	128	400	360821	4116769
Form_cuni	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0	141	0	141	27941943
Form_fusc	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0005968367651447	272	4	6702	11268708
Form_rufa	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0015424512069219	258	2008	1301824	8695190
Form_poly	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0013710026865412	385	791	576950	5879110
Form_lema	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0025492518088791	534	94849	37206603	4557537
Form_para	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0003910290994946	273	1027	2626403	12181417
Form_lugu	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0024627237595163	143	11400	4629021	18685419
Form_exse	FsiM_PB_v5_ctg1292_frg1_d	1	100000	0.0	141	0	141	35103
Form_pres	FsiM_PB_v5_ctg1292_frg1_d	1	100000	NA	0	0	0	17157954
Form_rufi	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0060931512605342	707	76797	12603823	47797397
Form_sang	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0062865345010505	853	7555	1201775	8088385
Form_prat	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0085796763700986	705	29305	3415630	5069990
Form_cuni	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0025340142047317	863	38760	15295889	37658023
Form_fusc	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0047326031927253	1012	83601	17664908	3703472
Form_rufa	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0004912374952178	853	1207	2457060	16488592
Form_poly	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0004898007521434	847	761	1553693	10681387
Form_lema	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0031545871321688	1012	196736	62365055	16783465
Form_para	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0024996489988297	1009	27845	11139564	16923196
Form_lugu	FsiM_PB_v5_ctg1292_frg2	1	100000	0.000968204814728	863	16878	17432262	26751658
Form_exse	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0025125628140703	398	1	398	66394
Form_pres	FsiM_PB_v5_ctg1292_frg2	1	100000	0.0147064853743194	836	6097	414579	32101993
Form_rufi	FsiM_PB_v5_ctg1305_d	1	100000	NA	0	0	0	17069910
Form_sang	FsiM_PB_v5_ctg1305_d	1	100000	0.0	286	0	15087	2610393
Form_prat	FsiM_PB_v5_ctg1305_d	1	100000	0.0187573270808909	143	16	853	2397257
Form_cuni	FsiM_PB_v5_ctg1305_d	1	100000	0.0	143	0	143	14965093
Form_fusc	FsiM_PB_v5_ctg1305_d	1	100000	0.0001786047704636	286	947	5302210	736680
Form_rufa	FsiM_PB_v5_ctg1305_d	1	100000	0.0	286	0	286	5353920
Form_poly	FsiM_PB_v5_ctg1305_d	1	100000	0.0	143	0	143	3457597
Form_lema	FsiM_PB_v5_ctg1305_d	1	100000	0.0011529110283095	286	18005	15616990	6751070
Form_para	FsiM_PB_v5_ctg1305_d	1	100000	0.0105529759392148	286	100	9476	7921304
Form_lugu	FsiM_PB_v5_ctg1305_d	1	100000	0.0	142	0	3690	12483070
Form_exse	FsiM_PB_v5_ctg1305_d	1	100000	NA	0	0	0	18876
Form_pres	FsiM_PB_v5_ctg1305_d	1	100000	NA	0	0	0	9189466
Form_rufi	FsiM_PB_v5_ctg1316_frg3_d	1	100000	0.0024456278383391	429	18843	7704770	17900095
Form_sang	FsiM_PB_v5_ctg1316_frg3_d	1	100000	0.0001018797203283	428	129	1266199	2672021
Form_prat	FsiM_PB_v5_ctg1316_frg3_d	1	100000	0.0005049892942269	429	575	1138638	2458527
Form_cuni	FsiM_PB_v5_ctg1316_frg3_d	1	100000	0.0015562062930626	429	7608	4888812	17559042
Form_fusc	FsiM_PB_v5_ctg1316_frg3_d	1	100000	6.413468682999191e-05	429	193	3009292	6049043
Form_rufa	FsiM_PB_v5_ctg1316_frg3_d	1	100000	3.5763001697576395e-05	429	92	2572491	5458818
Form_poly	FsiM_PB_v5_ctg1316_frg3_d	1	100000	0.0	429	0	1208980	3977630
Form_lema	FsiM_PB_v5_ctg1316_frg3_d	1	100000	7.005591269573132e-05	429	902	12875430	20676660
Form_para	FsiM_PB_v5_ctg1316_frg3_d	1	100000	8.508125904794071e-06	429	33	3878645	8017525
Form_lugu	FsiM_PB_v5_ctg1316_frg3_d	1	100000	0.0	429	0	5928693	12801447
Form_exse	FsiM_PB_v5_ctg1316_frg3_d	1	100000	0.0	286	0	6561	21753
Form_pres	FsiM_PB_v5_ctg1316_frg3_d	1	100000	8.95111881343969e-06	429	41	4580433	9203766
Form_rufi	FsiM_PB_v5_ctg1491	1	100000	0.0075546928282881	143	4320	571830	7963125
Form_sang	FsiM_PB_v5_ctg1491	1	100000	0.0	143	0	858	1311882
Form_prat	FsiM_PB_v5_ctg1491	1	100000	0.0	143	0	1162304	36751
Form_cuni	FsiM_PB_v5_ctg1491	1	100000	0.003290715561591	143	2920	887345	6595273
Form_fusc	FsiM_PB_v5_ctg1491	1	100000	0.0010328133405056	143	48	46475	2972970
Form_rufa	FsiM_PB_v5_ctg1491	1	100000	9.324009324009324e-05	143	149	1598025	1079078
Form_poly	FsiM_PB_v5_ctg1491	1	100000	0.0	143	0	1236378	492492
Form_lema	FsiM_PB_v5_ctg1491	1	100000	0.0001251500955537	143	111	886935	10297095
Form_para	FsiM_PB_v5_ctg1491	1	100000	0.0	143	0	1351779	2613611
Form_lugu	FsiM_PB_v5_ctg1491	1	100000	0.0	143	0	3138135	3105245
Form_exse	FsiM_PB_v5_ctg1491	1	100000	NA	0	0	0	9438
Form_pres	FsiM_PB_v5_ctg1491	1	100000	0.0015871657912329	143	7291	4593723	1010
Form_rufi	FsiM_PB_v5_ctg1519	1	100000	0.0035684702730178	571	60748	17023541	34245874
Form_sang	FsiM_PB_v5_ctg1519	1	100000	0.0004492202109258	854	2120	4719289	3166331
Form_prat	FsiM_PB_v5_ctg1519	1	100000	0.0020758061047039	431	4980	2399068	4803647
Form_cuni	FsiM_PB_v5_ctg1519	1	100000	0.0086283571711563	571	122242	14167471	30780563
Form_fusc	FsiM_PB_v5_ctg1519	1	100000	0.0024649149539117	717	28722	11652329	6485456
Form_rufa	FsiM_PB_v5_ctg1519	1	100000	0.0058799440538558	717	49149	8358753	7722586
Form_poly	FsiM_PB_v5_ctg1519	1	100000	0.0047064500909558	717	23153	4919419	5465891
Form_lema	FsiM_PB_v5_ctg1519	1	100000	0.0012065239313039	716	37324	30935151	36247239
Form_para	FsiM_PB_v5_ctg1519	1	100000	0.0005749776641363	574	4586	7975962	15844108
Form_lugu	FsiM_PB_v5_ctg1519	1	100000	0.002814096003751	717	52503	18657146	18846794
Form_exse	FsiM_PB_v5_ctg1519	1	100000	0.0083266613290632	287	156	18735	37959
Form_pres	FsiM_PB_v5_ctg1519	1	100000	0.007629563320812	430	71389	9356892	18243637
Form_rufi	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0	133	0	133	8594507
Form_sang	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0	122	0	11102	1310818
Form_prat	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0014246141669964	133	36	25270	1182170
Form_cuni	FsiM_PB_v5_ctg1553_frg1_d	1	100000	NA	0	0	0	7534944
Form_fusc	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0015558704700128	143	2579	1657593	1382967
Form_rufa	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0	133	0	103740	2592084
Form_poly	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0015828263342731	133	32	20217	1720743
Form_lema	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0003067883136355	122	2527	8236950	3025290
Form_para	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0022243552734575	144	628	282329	3710791
Form_lugu	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.0015003984460603	144	241	160624	6126416
Form_exse	FsiM_PB_v5_ctg1553_frg1_d	1	100000	NA	0	0	0	9504
Form_pres	FsiM_PB_v5_ctg1553_frg1_d	1	100000	0.001008064516129	124	15	14880	4611984
Form_rufi	FsiM_PB_v5_ctg1586	1	100000	0.0	143	0	21879	8513076
Form_sang	FsiM_PB_v5_ctg1586	1	100000	NA	0	0	0	1312740
Form_prat	FsiM_PB_v5_ctg1586	1	100000	0.0	143	0	4004	1195051
Form_cuni	FsiM_PB_v5_ctg1586	1	100000	0.0	143	0	70928	7411690
Form_fusc	FsiM_PB_v5_ctg1586	1	100000	0.0	143	0	13013	3006432
Form_rufa	FsiM_PB_v5_ctg1586	1	100000	0.0025927726462485	143	208	80223	2596880
Form_poly	FsiM_PB_v5_ctg1586	1	100000	0.0	143	0	2145	1726725
Form_lema	FsiM_PB_v5_ctg1586	1	100000	0.0027363940407418	143	108	39468	11144562
Form_para	FsiM_PB_v5_ctg1586	1	100000	0.0006813699121391	143	76	111540	3853850
Form_lugu	FsiM_PB_v5_ctg1586	1	100000	0.0	143	0	220220	6023160
Form_exse	FsiM_PB_v5_ctg1586	1	100000	NA	0	0	0	9438
Form_pres	FsiM_PB_v5_ctg1586	1	100000	NA	0	0	0	4594733
Form_rufi	FsiM_PB_v5_ctg1602	1	100000	0.0021829761063966	1001	74431	34096113	25648572
Form_sang	FsiM_PB_v5_ctg1602	1	100000	0.0025842303489742	1001	15030	5816045	3373135
Form_prat	FsiM_PB_v5_ctg1602	1	100000	0.000106825551562	999	462	4324808	4068577
Form_cuni	FsiM_PB_v5_ctg1602	1	100000	0.0020015616363718	1001	55985	27970660	24407666
Form_fusc	FsiM_PB_v5_ctg1602	1	100000	0.0006615135573562	1001	7567	11438919	9697196
Form_rufa	FsiM_PB_v5_ctg1602	1	100000	0.0004406274581457	999	4553	10332992	8406729
Form_poly	FsiM_PB_v5_ctg1602	1	100000	0.0016236325577953	858	9588	5905277	6196813
Form_lema	FsiM_PB_v5_ctg1602	1	100000	0.0008532491514207	1001	35812	41971328	36316882
Form_para	FsiM_PB_v5_ctg1602	1	100000	8.593647644717122e-05	999	1344	15639459	12118271
Form_lugu	FsiM_PB_v5_ctg1602	1	100000	0.0012935795502255	999	31966	24711275	18992385
Form_exse	FsiM_PB_v5_ctg1602	1	100000	0.0	715	0	27585	38481
Form_pres	FsiM_PB_v5_ctg1602	1	100000	0.0013784458727293	999	24213	17565434	14597697
Form_rufi	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0001756982748168	286	1536	8742260	8327650
Form_sang	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0	286	0	1433934	1191546
Form_prat	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0	286	0	906917	1491193
Form_cuni	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0001355631552941	286	977	7206973	7758263
Form_fusc	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0003203016146217	286	977	3050250	2988640
Form_rufa	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0	286	0	2622525	2731681
Form_poly	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0013986138862652	286	2193	1567981	1889759
Form_lema	FsiM_PB_v5_ctg1662_frg1_d	1	100000	9.777836040635462e-05	286	1086	11106752	11261308
Form_para	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0018853008195156	286	8225	4362699	3568081
Form_lugu	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.0033822352023111	286	22694	6709764	5776996
Form_exse	FsiM_PB_v5_ctg1662_frg1_d	1	100000	NA	0	0	0	18876
Form_pres	FsiM_PB_v5_ctg1662_frg1_d	1	100000	0.001173504867872	286	729	621216	8568250
Form_rufi	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0001069793315931	278	5	46738	25080647
Form_sang	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0	265	0	2160	3862620
Form_prat	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0	421	0	44679	3485406
Form_cuni	FsiM_PB_v5_ctg1664_frg2	1	100000	0.001364406779661	278	483	354000	21675246
Form_fusc	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0	279	0	279	8889136
Form_rufa	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0008454033900293	421	663	784241	7097300
Form_poly	FsiM_PB_v5_ctg1664_frg2	1	100000	0.000727994705493	421	11	15110	5074780
Form_lema	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0	136	0	816	32925594
Form_para	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0012894461138166	421	112	86859	11587471
Form_lugu	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0002052361158947	421	87	423902	17956958
Form_exse	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0	136	0	816	26970
Form_pres	FsiM_PB_v5_ctg1664_frg2	1	100000	0.0014369693011103	278	88	61240	13465911
Form_rufi	FsiM_PB_v5_ctg1670	1	100000	0.0032891053702245	851	40127	12199974	47186601
Form_sang	FsiM_PB_v5_ctg1670	1	100000	0.0028461654038506	857	10608	3727120	5406980
Form_prat	FsiM_PB_v5_ctg1670	1	100000	0.0028871135886092	706	2138	740532	7602543
Form_cuni	FsiM_PB_v5_ctg1670	1	100000	0.0032804573861563	991	36021	10980481	41083889
Form_fusc	FsiM_PB_v5_ctg1670	1	100000	0.0001696412997015	992	708	4173512	16835913
Form_rufa	FsiM_PB_v5_ctg1670	1	100000	0.000617322923024	707	792	1282959	17344436
Form_poly	FsiM_PB_v5_ctg1670	1	100000	0.002433021289819	988	2756	1132748	10896802
Form_lema	FsiM_PB_v5_ctg1670	1	100000	0.0064961088233648	850	135155	20805532	57013418
Form_para	FsiM_PB_v5_ctg1670	1	100000	0.0010994136460554	705	33	30016	27561334
Form_lugu	FsiM_PB_v5_ctg1670	1	100000	0.0034928210529122	707	2620	750110	42691590
Form_exse	FsiM_PB_v5_ctg1670	1	100000	NA	0	0	0	65670
Form_pres	FsiM_PB_v5_ctg1670	1	100000	0.0029347028613352	282	12	4089	31966256
Form_rufi	FsiM_PB_v5_ctg1683	1	100000	0.0008995554342993	143	1398	1554101	6980854
Form_sang	FsiM_PB_v5_ctg1683	1	100000	0.0	143	0	518883	793857
Form_prat	FsiM_PB_v5_ctg1683	1	100000	0.0016902078361092	143	398	235474	963581
Form_cuni	FsiM_PB_v5_ctg1683	1	100000	0.0020759415056038	143	1083	521691	6960927
Form_fusc	FsiM_PB_v5_ctg1683	1	100000	0.0007578566415058	143	325	428841	2590604
Form_rufa	FsiM_PB_v5_ctg1683	1	100000	0.001002030374572	143	952	950071	1727032
Form_poly	FsiM_PB_v5_ctg1683	1	100000	0.0017996150951775	143	1167	648472	1080398
Form_lema	FsiM_PB_v5_ctg1683	1	100000	0.0011142776007138	143	3092	2774892	8409138
Form_para	FsiM_PB_v5_ctg1683	1	100000	0.0007682064939055	143	975	1269190	2696200
Form_lugu	FsiM_PB_v5_ctg1683	1	100000	0.0025929097241444	143	3007	1159701	5083679
Form_exse	FsiM_PB_v5_ctg1683	1	100000	0.0	142	0	142	9296
Form_pres	FsiM_PB_v5_ctg1683	1	100000	0.0	142	0	1586850	3007883
Form_rufi	FsiM_PB_v5_ctg1688	1	100000	NA	0	0	0	8534955
Form_sang	FsiM_PB_v5_ctg1688	1	100000	NA	0	0	0	1312740
Form_prat	FsiM_PB_v5_ctg1688	1	100000	0.0	143	0	143	1198912
Form_cuni	FsiM_PB_v5_ctg1688	1	100000	0.0	143	0	143	7482475
Form_fusc	FsiM_PB_v5_ctg1688	1	100000	0.0	143	0	3019445	0
Form_rufa	FsiM_PB_v5_ctg1688	1	100000	NA	0	0	0	2677103
Form_poly	FsiM_PB_v5_ctg1688	1	100000	NA	0	0	0	1728870
Form_lema	FsiM_PB_v5_ctg1688	1	100000	0.0	143	0	143	11183887
Form_para	FsiM_PB_v5_ctg1688	1	100000	NA	0	0	0	3965390
Form_lugu	FsiM_PB_v5_ctg1688	1	100000	0.0	143	0	143	6243237
Form_exse	FsiM_PB_v5_ctg1688	1	100000	NA	0	0	0	9438
Form_pres	FsiM_PB_v5_ctg1688	1	100000	NA	0	0	0	4594733
Form_rufi	FsiM_PB_v5_ctg1694	1	100000	0.0093967723159262	145	45881	4882634	3771691
Form_sang	FsiM_PB_v5_ctg1694	1	100000	0.0062602327310587	145	7047	1125677	205423
Form_prat	FsiM_PB_v5_ctg1694	1	100000	0.0008428136272632	145	775	919539	296286
Form_cuni	FsiM_PB_v5_ctg1694	1	100000	0.0102282608486082	145	37135	3630627	3956643
Form_fusc	FsiM_PB_v5_ctg1694	1	100000	0.0124578205619195	145	17208	1381301	1680374
Form_rufa	FsiM_PB_v5_ctg1694	1	100000	0.003580668043646	145	8238	2300688	413857
Form_poly	FsiM_PB_v5_ctg1694	1	100000	0.0049804783299652	145	5077	1019380	733670
Form_lema	FsiM_PB_v5_ctg1694	1	100000	0.010606793738289	145	84220	7940194	3400256
Form_para	FsiM_PB_v5_ctg1694	1	100000	0.0022309135793675	145	5011	2246165	1774685
Form_lugu	FsiM_PB_v5_ctg1694	1	100000	0.0001295116502991	145	428	3304722	3025978
Form_exse	FsiM_PB_v5_ctg1694	1	100000	0.0032634032634032	143	21	6435	3135
Form_pres	FsiM_PB_v5_ctg1694	1	100000	6.244202062378738e-05	144	223	3571313	1087682
Form_rufi	FsiM_PB_v5_ctg1726	1	100000	NA	0	0	0	8534955
Form_sang	FsiM_PB_v5_ctg1726	1	100000	0.0001407921907264	143	3	21308	1291432
Form_prat	FsiM_PB_v5_ctg1726	1	100000	NA	0	0	0	1199055
Form_cuni	FsiM_PB_v5_ctg1726	1	100000	0.0	140	0	840	7481778
