pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Camp_lign	Camp_herc	NW_020229214.1	700001	800000	0.004435272709207	2655	65350	14734156	22037300
Camp_lign	Camp_fall	NW_020229214.1	700001	800000	0.0127703665515883	2216	35274	2762176	5541056
Camp_herc	Camp_fall	NW_020229214.1	700001	800000	0.0094072122644606	2218	9170	974784	1706468
Camp_herc	Camp_fall	NW_020229214.1	800001	900000	0.0079503059930531	2189	8652	1088260	1682396
Camp_lign	Camp_fall	NW_020229214.1	800001	900000	0.0072406477116638	2061	22456	3101380	5478716
Camp_lign	Camp_herc	NW_020229214.1	800001	900000	0.0023135184214152	3036	46680	20177060	17820508
Camp_herc	Camp_fall	NW_020229214.1	900001	1000000	0.0136282931042756	1946	11360	833560	1692320
Camp_lign	Camp_fall	NW_020229214.1	900001	1000000	0.0133132871399311	1942	34216	2570064	5252016
Camp_lign	Camp_herc	NW_020229214.1	900001	1000000	0.0034711653739155	2901	51502	14837092	19803548
Camp_lign	Camp_herc	NW_020229214.1	1000001	1100000	0.0068885842312552	4843	179822	26104348	33046628
Camp_lign	Camp_fall	NW_020229214.1	1000001	1100000	0.0124164611159365	3098	66386	5346612	8010060
Camp_herc	Camp_fall	NW_020229214.1	1000001	1100000	0.0090292699762856	2979	16220	1796380	2516712
Camp_lign	Camp_fall	NW_020229214.1	1100001	1200000	0.009401121471172	3561	55870	5942908	5655812
Camp_lign	Camp_herc	NW_020229214.1	1100001	1200000	0.00433924090819	4132	113938	26257588	25108172
Camp_herc	Camp_fall	NW_020229214.1	1100001	1200000	0.0089124479086278	3575	18478	2073280	1672140
Camp_lign	Camp_fall	NW_020229214.1	1200001	1300000	0.0149015872349541	3608	96554	6479444	6844972
Camp_herc	Camp_fall	NW_020229214.1	1200001	1300000	0.0140863180649249	3735	30236	2146480	2156196
Camp_lign	Camp_herc	NW_020229214.1	1200001	1300000	0.0054630733669304	4814	163824	29987516	29020612
Camp_lign	Camp_herc	NW_020229214.1	1300001	1400000	0.0034795436360263	3532	80206	23050724	19089436
Camp_lign	Camp_fall	NW_020229214.1	1300001	1400000	0.0162438320207442	2531	67380	4148036	5367484
Camp_herc	Camp_fall	NW_020229214.1	1300001	1400000	0.0146401347058286	2529	21180	1446708	1626012
Camp_herc	Camp_fall	NW_020229214.1	1400001	1500000	0.0113199150294835	2622	17500	1545948	1338416
Camp_lign	Camp_fall	NW_020229214.1	1400001	1500000	0.0094151014644284	2895	40990	4353644	4578580
Camp_lign	Camp_herc	NW_020229214.1	1400001	1500000	0.0046878796218146	2900	97710	20843112	18713880
Camp_lign	Camp_herc	NW_020229214.1	1500001	1600000	0.0008901580054345	2996	16770	18839352	18646344
Camp_lign	Camp_fall	NW_020229214.1	1500001	1600000	0.0073083470517809	2553	31254	4276480	4188032
Camp_herc	Camp_fall	NW_020229214.1	1500001	1600000	0.0071747570890904	2551	10134	1412452	1320880
Camp_herc	Camp_fall	NW_020229214.1	1600001	1700000	0.0078855495866091	4255	18648	2364832	3179084
Camp_lign	Camp_fall	NW_020229214.1	1600001	1700000	0.0085818165100357	4365	62720	7308476	9859780
Camp_lign	Camp_herc	NW_020229214.1	1600001	1700000	0.003037206871131	5837	100592	33119904	42910944
Camp_herc	Camp_fall	NW_020229214.1	1700001	1800000	0.0078588679454792	1784	5662	720460	981688
Camp_lign	Camp_fall	NW_020229214.1	1700001	1800000	0.0050926905544935	1658	11360	2230648	3040520
Camp_lign	Camp_herc	NW_020229214.1	1700001	1800000	0.0025185778670968	1799	27210	10803716	12540028
Camp_herc	Camp_fall	NW_020229214.1	1800001	1900000	0.0127826573538375	1873	10234	800616	1519548
Camp_lign	Camp_fall	NW_020229214.1	1800001	1900000	0.0130377198658966	1926	27642	2120156	5064868
Camp_lign	Camp_herc	NW_020229214.1	1800001	1900000	0.0017644160616892	2362	16416	9303928	22515464
Camp_lign	Camp_herc	NW_020229214.1	1900001	2000000	0.0056698993470317	3705	145740	25704160	20519072
Camp_lign	Camp_fall	NW_020229214.1	1900001	2000000	0.011460606169203	3138	66518	5804056	4633448
Camp_herc	Camp_fall	NW_020229214.1	1900001	2000000	0.0092335283069936	3136	17876	1935988	1434456
Camp_lign	Camp_fall	NW_020229214.1	2000001	2100000	0.0099362458722186	2928	36962	3719916	6147732
Camp_lign	Camp_herc	NW_020229214.1	2000001	2100000	0.0037721136882227	3212	70668	18734324	24965260
Camp_herc	Camp_fall	NW_020229214.1	2000001	2100000	0.0083214616828347	2785	10304	1238244	1948184
Camp_herc	Camp_fall	NW_020229214.1	2100001	2200000	0.0091897390969717	3427	17958	1954136	2012624
Camp_lign	Camp_herc	NW_020229214.1	2100001	2200000	0.004531716699017	4286	122712	27078480	27322800
Camp_lign	Camp_fall	NW_020229214.1	2100001	2200000	0.0083097572799347	3563	51836	6237968	6046192
Camp_lign	Camp_fall	NW_020229214.1	2200001	2300000	0.0073455021151846	3839	43708	5950308	5817756
Camp_herc	Camp_fall	NW_020229214.1	2200001	2300000	0.0090920934902105	3840	18982	2087748	1712356
Camp_lign	Camp_herc	NW_020229214.1	2200001	2300000	0.0020713314964052	4091	57544	27781164	24334548
Camp_herc	Camp_fall	NW_020229214.1	2300001	2400000	0.0113277708278339	1828	11844	1045572	670464
Camp_lign	Camp_herc	NW_020229214.1	2300001	2400000	0.0023605563830539	1970	33116	14028896	9505312
Camp_lign	Camp_fall	NW_020229214.1	2300001	2400000	0.0093538475839614	1824	30590	3270312	2043864
Camp_lign	Camp_herc	NW_020229214.1	2400001	2500000	0.0057356641329978	2553	52248	9109320	21293496
Camp_lign	Camp_fall	NW_020229214.1	2400001	2500000	0.0121578446301923	2122	21812	1794068	5071084
Camp_herc	Camp_fall	NW_020229214.1	2400001	2500000	0.0109498202892089	2122	9432	861384	1355488
Camp_herc	Camp_fall	NW_020229214.1	2500001	2600000	0.0112203482113026	1119	7254	646504	795244
Camp_lign	Camp_fall	NW_020229214.1	2500001	2600000	0.0117380611548512	1119	22566	1922464	2542304
Camp_lign	Camp_herc	NW_020229214.1	2500001	2600000	0.0027582021175991	1543	27358	9918780	9853764
Camp_lign	Camp_herc	NW_020229214.1	2600001	2700000	0.0013932916813906	2413	10756	7719848	22730584
Camp_lign	Camp_fall	NW_020229214.1	2600001	2700000	0.003032433181284	1560	4728	1559144	5316760
Camp_herc	Camp_fall	NW_020229214.1	2600001	2700000	0.0042653655465491	1559	2168	508280	1712064
Camp_lign	Camp_fall	NW_020229214.1	2700001	2800000	0.0083298034651653	3103	32408	3890608	5600720
Camp_lign	Camp_herc	NW_020229214.1	2700001	2800000	0.0014245691581728	3526	23968	16824736	25208288
Camp_herc	Camp_fall	NW_020229214.1	2700001	2800000	0.0078760341378582	3105	9402	1193748	1871160
Camp_lign	Camp_herc	NW_020229214.1	2800001	2900000	0.0052231707331926	1611	51462	9852636	10907940
Camp_lign	Camp_fall	NW_020229214.1	2800001	2900000	0.0085415549958621	1181	15234	1783516	2904356
Camp_herc	Camp_fall	NW_020229214.1	2800001	2900000	0.0070517742644694	1182	4298	609492	904300
Camp_lign	Camp_herc	NW_020229214.1	2900001	3000000	0.0022754045823813	2608	37534	16495528	16180952
Camp_lign	Camp_fall	NW_020229214.1	2900001	3000000	0.0091743664623595	2171	33954	3700964	3677596
Camp_herc	Camp_fall	NW_020229214.1	2900001	3000000	0.0098119209181803	2171	12314	1255004	1127656
Camp_herc	Camp_fall	NW_020229214.1	3000001	3100000	0.0073796397939611	2092	9788	1326352	1143108
Camp_lign	Camp_fall	NW_020229214.1	3000001	3100000	0.0084003004315021	2092	34224	4074140	3573220
Camp_lign	Camp_herc	NW_020229214.1	3000001	3100000	0.0012566385585885	2702	23162	18431712	15435168
Camp_herc	Camp_fall	NW_020229214.1	3100001	3200000	0.0071687433614578	2112	8126	1133532	1548588
Camp_lign	Camp_fall	NW_020229214.1	3100001	3200000	0.0073063893795251	2239	25200	3449036	4856884
Camp_lign	Camp_herc	NW_020229214.1	3100001	3200000	0.0011576913709224	2940	20762	17933968	18849392
Camp_lign	Camp_fall	NW_020229214.1	3200001	3300000	0.0111788814664214	1799	20784	1859220	5723628
Camp_herc	Camp_fall	NW_020229214.1	3200001	3300000	0.013711342285941	1656	8156	594836	1853792
Camp_lign	Camp_herc	NW_020229214.1	3200001	3300000	0.0042831602718087	2370	39990	9336564	24244620
Camp_lign	Camp_herc	NW_020229214.1	3300001	3400000	0.001101689778119	3413	14394	13065384	27765336
Camp_lign	Camp_fall	NW_020229214.1	3300001	3400000	0.0126444499095012	2990	38870	3074076	6145764
Camp_herc	Camp_fall	NW_020229214.1	3300001	3400000	0.0133750071468049	2992	14036	1049420	1927820
Camp_herc	Camp_fall	NW_020229214.1	3400001	3500000	0.0101593360486297	2511	7942	781744	1889092
Camp_lign	Camp_fall	NW_020229214.1	3400001	3500000	0.0111269227193741	2510	24896	2237456	6033520
Camp_lign	Camp_herc	NW_020229214.1	3400001	3500000	0.00226375022466	2797	26400	11662064	24966544
Camp_herc	Camp_fall	NW_020229214.1	3500001	3600000	0.0066624906038586	1536	5318	798200	1010712
Camp_lign	Camp_herc	NW_020229214.1	3500001	3600000	0.0005390912919613	1941	4434	8224952	16582984
Camp_lign	Camp_fall	NW_020229214.1	3500001	3600000	0.0052144975259523	1536	9552	1831816	3769976
Camp_lign	Camp_herc	NW_020229214.1	3600001	3700000	0.0019842025924905	1137	8956	4513652	9128332
Camp_herc	Camp_fall	NW_020229214.1	3600001	3700000	0.0125377158631315	848	3906	311540	683188
Camp_lign	Camp_fall	NW_020229214.1	3600001	3700000	0.023168467612912	855	21664	935064	2145384
Camp_lign	Camp_herc	NW_020229214.1	3700001	3800000	0.0030842784724936	2596	38606	12517028	20052316
Camp_lign	Camp_fall	NW_020229214.1	3700001	3800000	0.0101736090851708	1919	23016	2262324	5092044
Camp_herc	Camp_fall	NW_020229214.1	3700001	3800000	0.0105141876692719	1919	8432	801964	1572884
Camp_lign	Camp_fall	NW_020229214.1	3800001	3900000	0.0103921690911931	3686	61988	5964876	5822004
Camp_lign	Camp_herc	NW_020229214.1	3800001	3900000	0.0036031013078365	4086	99004	27477440	24721600
Camp_herc	Camp_fall	NW_020229214.1	3800001	3900000	0.0110633866979044	3678	22100	1997580	1808600
Camp_lign	Camp_fall	NW_020229214.1	3900001	4000000	0.0081353229621524	2350	32000	3933464	4781032
Camp_herc	Camp_fall	NW_020229214.1	3900001	4000000	0.0082032964318203	2348	11290	1376276	1437780
Camp_lign	Camp_herc	NW_020229214.1	3900001	4000000	0.0031219706751065	2945	57674	18473588	20119180
Camp_lign	Camp_herc	NW_020229214.1	4000001	4100000	0.001619627501974	1693	17886	11043280	12431408
Camp_lign	Camp_fall	NW_020229214.1	4000001	4100000	0.0102767082301253	1834	23466	2283416	3017320
Camp_herc	Camp_fall	NW_020229214.1	4000001	4100000	0.0110780560364797	1557	9086	820180	891516
Camp_lign	Camp_herc	NW_020229214.1	4100001	4200000	0.0057428062946229	2790	105428	18358272	24650880
Camp_lign	Camp_fall	NW_020229214.1	4100001	4200000	0.0071465186645156	3083	28050	3924988	5786756
Camp_herc	Camp_fall	NW_020229214.1	4100001	4200000	0.0065374928005914	2517	9126	1395948	1740136
Camp_lign	Camp_herc	NW_020229214.1	4200001	4300000	0.0060895554734245	4872	158702	26061344	33934816
Camp_lign	Camp_fall	NW_020229214.1	4200001	4300000	0.0162061208387194	3345	77228	4765360	8782160
Camp_herc	Camp_fall	NW_020229214.1	4200001	4300000	0.0162259600565196	3345	26320	1622092	2752628
Camp_lign	Camp_herc	NW_020229214.1	4300001	4400000	0.00437161925805	3574	115024	26311532	22851988
Camp_herc	Camp_fall	NW_020229214.1	4300001	4400000	0.0086352941733977	3418	14578	1688188	1896652
Camp_lign	Camp_fall	NW_020229214.1	4300001	4400000	0.0083370796351035	3549	41912	5027180	6074260
Camp_lign	Camp_herc	NW_020229214.1	4400001	4500000	0.0035496208817016	2977	55016	15499120	23260304
Camp_herc	Camp_fall	NW_020229214.1	4400001	4500000	0.0148557657789834	2392	19036	1281388	1544820
Camp_lign	Camp_fall	NW_020229214.1	4400001	4500000	0.0144748442170527	2389	50110	3461868	5290260
Camp_lign	Camp_herc	NW_020229214.1	4500001	4600000	0.0035021097005317	6151	143826	41068388	32474524
Camp_lign	Camp_fall	NW_020229214.1	4500001	4600000	0.0113322667382222	5425	98654	8705584	7900880
Camp_herc	Camp_fall	NW_020229214.1	4500001	4600000	0.01115966778331	5427	34086	3054392	2308112
Camp_lign	Camp_herc	NW_020229214.1	4600001	4700000	0.002305877352735	3819	52778	22888468	24406124
Camp_lign	Camp_fall	NW_020229214.1	4600001	4700000	0.0090863076254216	2933	45812	5041872	5637552
Camp_herc	Camp_fall	NW_020229214.1	4600001	4700000	0.0094805259428988	2937	16004	1688092	1760472
Camp_lign	Camp_herc	NW_020229214.1	4700001	4800000	0.0046401909389426	4111	144272	31091824	18047888
Camp_herc	Camp_fall	NW_020229214.1	4700001	4800000	0.0117603909948174	3648	22638	1924936	1658168
Camp_lign	Camp_fall	NW_020229214.1	4700001	4800000	0.0109398227886233	3643	60138	5497164	5598900
Camp_herc	Camp_fall	NW_020229214.1	4800001	4900000	0.0109396619061964	3616	16414	1500412	2773620
Camp_lign	Camp_herc	NW_020229214.1	4800001	4900000	0.0050665307861932	4496	124448	24562764	34052532
Camp_lign	Camp_fall	NW_020229214.1	4800001	4900000	0.0110173423280851	3475	54998	4991948	8243764
Camp_lign	Camp_fall	NW_020229214.1	4900001	5000000	0.0096872657505606	3614	49522	5112072	8086008
Camp_herc	Camp_fall	NW_020229214.1	4900001	5000000	0.01047628856878	3755	19936	1902964	2358916
Camp_lign	Camp_herc	NW_020229214.1	4900001	5000000	0.0023627667375872	4614	57454	24316408	34132232
Camp_lign	Camp_fall	NW_020229214.1	5000001	5100000	0.0159457285729272	2218	43776	2745312	4778400
Camp_lign	Camp_herc	NW_020229214.1	5000001	5100000	0.0031194024122823	2652	41942	13445524	19873772
Camp_herc	Camp_fall	NW_020229214.1	5000001	5100000	0.0154785614492519	2221	14580	941948	1487584
Camp_lign	Camp_herc	NW_020229214.1	5100001	5200000	0.0043807596045761	3251	98880	22571428	17925980
Camp_lign	Camp_fall	NW_020229214.1	5100001	5200000	0.016519383981123	2960	79754	4827904	4316672
Camp_herc	Camp_fall	NW_020229214.1	5100001	5200000	0.0155640307290375	3100	29644	1904648	1048288
Camp_herc	Camp_fall	NW_020229214.1	5200001	5300000	0.0205323486110886	2097	20306	988976	1238312
Camp_lign	Camp_fall	NW_020229214.1	5200001	5300000	0.0209952373457879	2103	59230	2821116	4076292
Camp_lign	Camp_herc	NW_020229214.1	5200001	5300000	0.0030611149109916	2258	42302	13819148	16726516
Camp_herc	Camp_fall	NW_020229214.1	5300001	5400000	0.0109402584447375	3767	20004	1828476	2045408
Camp_lign	Camp_fall	NW_020229214.1	5300001	5400000	0.0107018663933381	3910	59138	5525952	6470592
Camp_lign	Camp_herc	NW_020229214.1	5300001	5400000	0.0046512951892968	4315	129086	27752700	25374852
Camp_lign	Camp_herc	NW_020229214.1	5400001	5500000	0.0031043766560726	4526	96806	31183716	24419868
Camp_herc	Camp_fall	NW_020229214.1	5400001	5500000	0.010183166033718	3659	21462	2107596	1946832
Camp_lign	Camp_fall	NW_020229214.1	5400001	5500000	0.0104834009151047	3659	66692	6361676	6193972
Camp_lign	Camp_fall	NW_020229214.1	5500001	5600000	0.0142244685027087	3215	72038	5064372	5937612
Camp_herc	Camp_fall	NW_020229214.1	5500001	5600000	0.013109163091844	3208	21648	1651364	1901360
Camp_lign	Camp_herc	NW_020229214.1	5500001	5600000	0.0018241585227968	3940	44148	24201844	24521228
Camp_lign	Camp_herc	NW_020229214.1	5600001	5700000	0.0021341332602056	3241	41184	19297764	22401948
Camp_lign	Camp_fall	NW_020229214.1	5600001	5700000	0.00761801883142	2795	26460	3473344	5942720
Camp_herc	Camp_fall	NW_020229214.1	5600001	5700000	0.0089166672545271	2794	10112	1134056	1906548
Camp_lign	Camp_fall	NW_020229214.1	5700001	5800000	0.0096155426347671	2554	35106	3650964	5101164
Camp_lign	Camp_herc	NW_020229214.1	5700001	5800000	0.0028732275998103	3123	53826	18733636	20025788
Camp_herc	Camp_fall	NW_020229214.1	5700001	5800000	0.0082273665566982	2554	10554	1282792	1543416
Camp_herc	Camp_fall	NW_020229214.1	5800001	5900000	0.0136544272881566	1992	13194	966280	1635984
Camp_lign	Camp_fall	NW_020229214.1	5800001	5900000	0.0124450577905244	1992	34124	2741972	5316652
Camp_lign	Camp_herc	NW_020229214.1	5800001	5900000	0.0024429107538424	2713	33962	13902268	21785924
Camp_lign	Camp_fall	NW_020229214.1	5900001	6000000	0.0106070219792322	2418	51622	4866776	3132712
Camp_herc	Camp_fall	NW_020229214.1	5900001	6000000	0.0094838349759583	2417	15708	1656292	926876
Camp_lign	Camp_herc	NW_020229214.1	5900001	6000000	0.0020076912315232	2711	45176	22501468	12924836
Camp_herc	Camp_fall	NW_020229214.1	6000001	6100000	0.0102023007627124	4080	21980	2154416	2525840
Camp_lign	Camp_fall	NW_020229214.1	6000001	6100000	0.0099510894480559	4083	66074	6639876	7853820
Camp_lign	Camp_herc	NW_020229214.1	6000001	6100000	0.0030778107063279	5221	97366	31634824	32551544
Camp_lign	Camp_fall	NW_020229214.1	6100001	6200000	0.0153617584206777	2475	60384	3930800	5791696
Camp_herc	Camp_fall	NW_020229214.1	6100001	6200000	0.0127122173427272	2476	17704	1392676	1746880
Camp_lign	Camp_herc	NW_020229214.1	6100001	6200000	0.0050992032991789	3177	96198	18865300	24191468
Camp_herc	Camp_fall	NW_020229214.1	6200001	6300000	0.0110522851919561	4942	30228	2735000	2589312
Camp_lign	Camp_herc	NW_020229214.1	6200001	6300000	0.0035309109359301	6121	140184	39701936	33317200
Camp_lign	Camp_fall	NW_020229214.1	6200001	6300000	0.0117989685011262	4942	95856	8124100	8364092
Camp_herc	Camp_fall	NW_020229214.1	6300001	6400000	0.0089701764751213	3629	13968	1557160	2587540
Camp_lign	Camp_fall	NW_020229214.1	6300001	6400000	0.0077000658031415	3759	33654	4370612	8464588
Camp_lign	Camp_herc	NW_020229214.1	6300001	6400000	0.0035717259358929	4603	72754	20369424	36472176
Camp_herc	Camp_fall	NW_020229214.1	6400001	6500000	0.009077823519932	2411	9914	1092112	1381688
Camp_lign	Camp_fall	NW_020229214.1	6400001	6500000	0.0088279601231841	2269	30168	3417324	4243476
Camp_lign	Camp_herc	NW_020229214.1	6400001	6500000	0.0037240586312739	2698	54670	14680220	19246180
Camp_herc	Camp_fall	NW_020229214.1	6500001	6600000	0.0107545165530523	4066	22516	2093632	2327960
Camp_lign	Camp_fall	NW_020229214.1	6500001	6600000	0.0105075207604324	4214	64380	6127040	7565632
Camp_lign	Camp_herc	NW_020229214.1	6500001	6600000	0.0020718764845354	4792	62734	30278832	30360144
Camp_lign	Camp_fall	NW_020229214.1	6600001	6700000	0.0188306757782839	1813	44640	2370600	4075224
Camp_herc	Camp_fall	NW_020229214.1	6600001	6700000	0.0120766685832241	1817	10250	848744	1232720
Camp_lign	Camp_herc	NW_020229214.1	6600001	6700000	0.0075146334040247	2112	86714	11539352	17006440
Camp_lign	Camp_fall	NW_020229214.1	6700001	6800000	0.0070589195364778	1948	17992	2548832	5746336
Camp_herc	Camp_fall	NW_020229214.1	6700001	6800000	0.0078510886316039	1950	6358	809824	1868824
Camp_lign	Camp_herc	NW_020229214.1	6700001	6800000	0.0036025731169526	2364	42670	11844312	24891432
Camp_lign	Camp_herc	NW_020229214.1	6800001	6900000	0.004606207545551	3472	95996	20840572	20561540
Camp_lign	Camp_fall	NW_020229214.1	6800001	6900000	0.0103868128967204	2872	38402	3697188	5651676
Camp_herc	Camp_fall	NW_020229214.1	6800001	6900000	0.0106671792748565	2868	14428	1352560	1666344
Camp_herc	Camp_fall	NW_020229214.1	6900001	7000000	0.0141975665663136	2554	18656	1314028	1768240
Camp_lign	Camp_fall	NW_020229214.1	6900001	7000000	0.0149042014953713	2412	58398	3918224	5626864
Camp_lign	Camp_herc	NW_020229214.1	6900001	7000000	0.0034690195444573	3259	68164	19649356	22621748
Camp_herc	Camp_fall	NW_020229214.1	7000001	7100000	0.0072196380026279	2842	11802	1634708	965820
Camp_lign	Camp_herc	NW_020229214.1	7000001	7100000	0.0019877746402388	2996	41524	20889692	14774692
Camp_lign	Camp_fall	NW_020229214.1	7000001	7100000	0.0072109975732443	2842	31022	4302040	3751208
Camp_lign	Camp_fall	NW_020229214.1	7100001	7200000	0.0048006185316205	1285	11524	2400524	1800820
Camp_herc	Camp_fall	NW_020229214.1	7100001	7200000	0.0053576401952497	1414	4386	818644	538040
Camp_lign	Camp_herc	NW_020229214.1	7100001	7200000	0.0001987839702366	1432	2168	10906312	7699640
Camp_lign	Camp_fall	NW_020229214.1	7200001	7300000	0.011077526318225	2629	39258	3543932	5721604
Camp_lign	Camp_herc	NW_020229214.1	7200001	7300000	0.0026378024776435	3013	48046	18214404	22818684
Camp_herc	Camp_fall	NW_020229214.1	7200001	7300000	0.0120397944711496	2634	13956	1159156	1832840
Camp_lign	Camp_fall	NW_020229214.1	7300001	7400000	0.0127590231079552	3984	74476	5837124	7965756
Camp_herc	Camp_fall	NW_020229214.1	7300001	7400000	0.0113628298633579	3987	21774	1916248	2540932
Camp_lign	Camp_herc	NW_020229214.1	7300001	7400000	0.0044384801643696	4716	119280	26874064	34252976
Camp_lign	Camp_herc	NW_020229214.1	7400001	7500000	0.0030395405426492	2554	39892	13124352	18992640
Camp_lign	Camp_fall	NW_020229214.1	7400001	7500000	0.0068512286034813	2379	18932	2763300	4488924
Camp_herc	Camp_fall	NW_020229214.1	7400001	7500000	0.0055433602055957	2379	5798	1045936	1295928
Camp_lign	Camp_herc	NW_020229214.1	7500001	7600000	0.004499913520701	4050	117390	26087168	24076288
Camp_herc	Camp_fall	NW_020229214.1	7500001	7600000	0.0109729895641497	3303	18304	1668096	1989656
Camp_lign	Camp_fall	NW_020229214.1	7500001	7600000	0.0109472077144355	3304	56962	5203336	6123896
Camp_herc	Camp_fall	NW_020229214.1	7600001	7700000	0.0157561103493541	3787	33416	2120828	1891936
Camp_lign	Camp_fall	NW_020229214.1	7600001	7700000	0.0148218099555221	3791	90468	6103708	6322916
Camp_lign	Camp_herc	NW_020229214.1	7600001	7700000	0.0031623614304814	4482	98364	31104604	23927588
Camp_lign	Camp_fall	NW_020229214.1	7700001	7800000	0.01350823649995	3781	66002	4886056	8312024
Camp_lign	Camp_herc	NW_020229214.1	7700001	7800000	0.0038346221461959	4330	87982	22944112	35504528
Camp_herc	Camp_fall	NW_020229214.1	7700001	7800000	0.0132967204528514	3777	21122	1588512	2673368
Camp_herc	Camp_fall	NW_020229214.1	7800001	7900000	0.0122100593674825	3162	17704	1449952	2164400
Camp_lign	Camp_herc	NW_020229214.1	7800001	7900000	0.0031875636926738	3576	68538	21501688	28066568
Camp_lign	Camp_fall	NW_020229214.1	7800001	7900000	0.012403772410899	3308	54860	4422848	6769984
Camp_lign	Camp_herc	NW_020229214.1	7900001	8000000	0.0044382187109871	4236	136544	30765496	19743176
Camp_lign	Camp_fall	NW_020229214.1	7900001	8000000	0.013313387641982	3515	88428	6642036	4763148
Camp_herc	Camp_fall	NW_020229214.1	7900001	8000000	0.0119730562042369	3513	25738	2149660	1533264
Camp_lign	Camp_herc	NW_020229214.1	8000001	8100000	0.0032979569789934	3917	94760	28732940	23228020
Camp_herc	Camp_fall	NW_020229214.1	8000001	8100000	0.0075408227626322	3207	15064	1997660	1791160
Camp_lign	Camp_fall	NW_020229214.1	8000001	8100000	0.0076731740513537	3069	44064	5742604	5990516
Camp_lign	Camp_herc	NW_020229214.1	8100001	8200000	0.0012199255421474	3819	23078	18917548	29936468
Camp_lign	Camp_fall	NW_020229214.1	8100001	8200000	0.008917351377477	3206	37638	4220760	6810792
Camp_herc	Camp_fall	NW_020229214.1	8100001	8200000	0.0093830257927258	3345	13284	1415748	2146524
Camp_herc	Camp_fall	NW_020229214.1	8200001	8300000	0.0124346544668068	4068	24538	1973356	2048956
Camp_lign	Camp_fall	NW_020229214.1	8200001	8300000	0.0128034192528271	3796	68180	5325140	7131052
Camp_lign	Camp_herc	NW_020229214.1	8200001	8300000	0.0024322640205619	4209	62188	25567948	29595188
Camp_lign	Camp_fall	NW_020229214.1	8300001	8400000	0.0115181809064853	3086	43644	3789140	5710252
Camp_lign	Camp_herc	NW_020229214.1	8300001	8400000	0.0042131162238566	3245	74248	17623060	24445676
Camp_herc	Camp_fall	NW_020229214.1	8300001	8400000	0.0125029488086812	2946	18232	1458216	1609296
Camp_lign	Camp_fall	NW_020229214.1	8400001	8500000	0.0129667128693187	2110	46438	3581324	4044532
Camp_herc	Camp_fall	NW_020229214.1	8400001	8500000	0.0135660721230959	2251	16882	1244428	1218088
Camp_lign	Camp_herc	NW_020229214.1	8400001	8500000	0.0045569589568478	2541	82714	18151140	15620508
Camp_lign	Camp_fall	NW_020229214.1	8500001	8600000	0.0170890249646726	2081	43536	2547600	7830768
Camp_herc	Camp_fall	NW_020229214.1	8500001	8600000	0.0158687513763488	2204	14412	908200	2443148
Camp_lign	Camp_herc	NW_020229214.1	8500001	8600000	0.0046905767082138	3463	66432	14162864	31798480
Camp_lign	Camp_herc	NW_020229214.1	8600001	8700000	0.0061004427517446	1978	49360	8091216	15514416
