pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Myrm_sche	scaffold1011_size31217_arrow_np1212	1	100000	NA	0	0	0	39468
Myrm_lobu	scaffold1011_size31217_arrow_np1212	1	100000	NA	0	0	0	111540
Myrm_sabu	scaffold1012_size46062_arrow_np1212	1	100000	0.0105990856311201	261	8710	821769	13203495
Myrm_rugi	scaffold1012_size46062_arrow_np1212	1	100000	0.0032980302462735	404	51593	15643580	27006700
Myrm_spec	scaffold1012_size46062_arrow_np1212	1	100000	0.0	260	0	516625	1249259
Myrm_scab	scaffold1012_size46062_arrow_np1212	1	100000	0.0100463608948102	143	1116	111085	9269795
Myrm_rubr	scaffold1012_size46062_arrow_np1212	1	100000	0.0001055952910312	404	218	2064486	4157114
Myrm_sche	scaffold1012_size46062_arrow_np1212	1	100000	0.0187573270808909	143	16	853	110651
Myrm_lobu	scaffold1012_size46062_arrow_np1212	1	100000	0.0	143	0	100456	214664
Myrm_sabu	scaffold1015_size79749_arrow_np1212	1	100000	0.0	142	0	142	9928634
Myrm_rugi	scaffold1015_size79749_arrow_np1212	1	100000	0.0020418918600928	285	13797	6756969	23436051
Myrm_spec	scaffold1015_size79749_arrow_np1212	1	100000	NA	0	0	0	1250106
Myrm_scab	scaffold1015_size79749_arrow_np1212	1	100000	0.0	142	0	142	6640778
Myrm_rubr	scaffold1015_size79749_arrow_np1212	1	100000	0.0024869325300899	286	5109	2054338	2350062
Myrm_sche	scaffold1015_size79749_arrow_np1212	1	100000	NA	0	0	0	78936
Myrm_lobu	scaffold1015_size79749_arrow_np1212	1	100000	NA	0	0	0	223080
Myrm_sabu	scaffold1018_size52651_arrow_np1212	1	100000	0.0053611399049694	748	74321	13862910	12174090
Myrm_rugi	scaffold1018_size52651_arrow_np1212	1	100000	0.0035569979601667	723	42398	11919602	67257898
Myrm_spec	scaffold1018_size52651_arrow_np1212	1	100000	0.0008429044018398	718	1633	1937349	1340901
Myrm_scab	scaffold1018_size52651_arrow_np1212	1	100000	0.0035568824256506	748	36862	10363570	7051430
Myrm_rubr	scaffold1018_size52651_arrow_np1212	1	100000	0.0025015625987597	717	12467	4983685	6566315
Myrm_sche	scaffold1018_size52651_arrow_np1212	1	100000	0.0021030406809529	708	253	120302	86698
Myrm_lobu	scaffold1018_size52651_arrow_np1212	1	100000	0.0008191126279863	718	228	278350	306650
Myrm_scab	scaffold101_size749956_arrow_np1212	1	100000	0.0	544	0	3053311	42481109
Myrm_lobu	scaffold101_size749956_arrow_np1212	1	100000	0.0074055788694149	286	30	4051	1525529
Myrm_sche	scaffold101_size749956_arrow_np1212	1	100000	0.0	284	0	989	540247
Myrm_rubr	scaffold101_size749956_arrow_np1212	1	100000	0.0005817496949928	1961	5938	10207139	19992261
Myrm_spec	scaffold101_size749956_arrow_np1212	1	100000	0.0	286	0	631488	7940043
Myrm_rugi	scaffold101_size749956_arrow_np1212	1	100000	0.0004737133457857	1377	13881	29302531	177720239
Myrm_sabu	scaffold101_size749956_arrow_np1212	1	100000	0.0003080808420845	686	1327	4307311	63770765
Myrm_rubr	scaffold101_size749956_arrow_np1212	100001	200000	0.0001960092787823	3390	4529	23106049	35660351
Myrm_scab	scaffold101_size749956_arrow_np1212	100001	200000	0.0004995559335423	2383	9948	19913686	68693834
Myrm_spec	scaffold101_size749956_arrow_np1212	100001	200000	0.000661034618235	1816	2369	3583776	13095960
Myrm_rugi	scaffold101_size749956_arrow_np1212	100001	200000	0.0002082840515924	3381	31425	150875690	251979430
Myrm_sabu	scaffold101_size749956_arrow_np1212	100001	200000	0.000232342833881	2679	4703	20241640	112234616
Myrm_sche	scaffold101_size749956_arrow_np1212	100001	200000	0.0001044369642584	1386	13	124477	928739
Myrm_lobu	scaffold101_size749956_arrow_np1212	100001	200000	0.0020779084142139	1403	1106	532266	2444214
Myrm_rubr	scaffold101_size749956_arrow_np1212	200001	300000	0.0007870237887186	2235	10682	13572652	29947748
Myrm_spec	scaffold101_size749956_arrow_np1212	200001	300000	0.0005468689164851	1261	1531	2799574	9552872
Myrm_rugi	scaffold101_size749956_arrow_np1212	200001	300000	0.0003104318293911	2532	27964	90080969	208259851
Myrm_sabu	scaffold101_size749956_arrow_np1212	200001	300000	0.0009216128704615	1973	15380	16688135	81419281
Myrm_sche	scaffold101_size749956_arrow_np1212	200001	300000	0.0001739917179942	975	25	143685	636291
Myrm_lobu	scaffold101_size749956_arrow_np1212	200001	300000	0.0016502860495819	1402	630	381752	1822528
Myrm_scab	scaffold101_size749956_arrow_np1212	200001	300000	0.0008022512632323	2101	11711	14597671	51022049
Myrm_lobu	scaffold101_size749956_arrow_np1212	300001	400000	0.0009761371327479	1142	437	447683	780817
Myrm_rugi	scaffold101_size749956_arrow_np1212	300001	400000	0.0014154444615885	1289	94735	66929507	99343243
Myrm_spec	scaffold101_size749956_arrow_np1212	300001	400000	0.0001267304503288	1002	317	2501372	4382953
Myrm_sabu	scaffold101_size749956_arrow_np1212	300001	400000	0.0002566967323397	1431	5008	19509403	35168297
Myrm_rubr	scaffold101_size749956_arrow_np1212	300001	400000	0.0001965587761325	1575	3536	17989530	6265470
Myrm_sche	scaffold101_size749956_arrow_np1212	300001	400000	0.0004185681481266	1428	72	172015	262685
Myrm_scab	scaffold101_size749956_arrow_np1212	300001	400000	9.643309311043888e-05	1289	1372	14227481	22344019
Myrm_sabu	scaffold101_size749956_arrow_np1212	400001	500000	0.000570196949692	1142	12413	21769671	46516701
Myrm_rugi	scaffold101_size749956_arrow_np1212	400001	500000	0.0014402746127725	1967	102286	71018401	136637789
Myrm_spec	scaffold101_size749956_arrow_np1212	400001	500000	0.0010786826236157	1001	3789	3512618	5085139
Myrm_rubr	scaffold101_size749956_arrow_np1212	400001	500000	0.0007724084829848	1967	10441	13517459	16774341
Myrm_sche	scaffold101_size749956_arrow_np1212	400001	500000	0.0015106030250465	576	236	156229	386663
Myrm_lobu	scaffold101_size749956_arrow_np1212	400001	500000	0.0006099575056182	999	301	493477	1040783
Myrm_scab	scaffold101_size749956_arrow_np1212	400001	500000	0.0008107059890347	1409	13263	16359815	29313925
Myrm_sche	scaffold101_size749956_arrow_np1212	500001	600000	0.0	857	0	75752	310924
Myrm_rubr	scaffold101_size749956_arrow_np1212	500001	600000	0.0017836908269233	1116	10035	5625975	15949425
Myrm_scab	scaffold101_size749956_arrow_np1212	500001	600000	0.0001234092584965	973	643	5210306	27320914
Myrm_spec	scaffold101_size749956_arrow_np1212	500001	600000	0.0002894591636439	858	96	331653	5792118
Myrm_rugi	scaffold101_size749956_arrow_np1212	500001	600000	0.000192139840899	1088	6914	35984208	111919362
Myrm_sabu	scaffold101_size749956_arrow_np1212	500001	600000	0.0015225368692499	1143	11819	7762702	40874414
Myrm_lobu	scaffold101_size749956_arrow_np1212	500001	600000	0.0003492337400879	713	51	146034	946746
Myrm_lobu	scaffold101_size749956_arrow_np1212	600001	700000	0.0003582550224598	688	13	36287	1274893
Myrm_sche	scaffold101_size749956_arrow_np1212	600001	700000	0.0005408746716118	546	14	25884	438072
Myrm_rubr	scaffold101_size749956_arrow_np1212	600001	700000	0.0014779922476044	1395	18779	12705750	13181650
Myrm_scab	scaffold101_size749956_arrow_np1212	600001	700000	0.0005343953847592	817	2474	4629531	34403289
Myrm_spec	scaffold101_size749956_arrow_np1212	600001	700000	0.0012173847990124	407	716	588146	6759505
Myrm_rugi	scaffold101_size749956_arrow_np1212	600001	700000	0.0011228343878218	1251	60485	53868140	123595030
Myrm_sabu	scaffold101_size749956_arrow_np1212	600001	700000	0.0	937	0	67294	58290302
Myrm_sabu	scaffold1020_size30558_arrow_np1212	1	100000	0.0013337012509197	282	29	21744	9768168
Myrm_rugi	scaffold1020_size30558_arrow_np1212	1	100000	0.0030838842234761	282	44833	14537835	15232905
Myrm_spec	scaffold1020_size30558_arrow_np1212	1	100000	NA	0	0	0	1232622
Myrm_scab	scaffold1020_size30558_arrow_np1212	1	100000	NA	0	0	0	6548040
Myrm_rubr	scaffold1020_size30558_arrow_np1212	1	100000	0.0009247887955935	282	2366	2558422	1784378
Myrm_sche	scaffold1020_size30558_arrow_np1212	1	100000	0.0	140	0	140	77692
Myrm_lobu	scaffold1020_size30558_arrow_np1212	1	100000	NA	0	0	0	219960
Myrm_sabu	scaffold1021_size30495_arrow_np1212	1	100000	NA	0	0	0	4964388
Myrm_rugi	scaffold1021_size30495_arrow_np1212	1	100000	0.0	143	0	858	15095652
Myrm_spec	scaffold1021_size30495_arrow_np1212	1	100000	NA	0	0	0	625053
Myrm_scab	scaffold1021_size30495_arrow_np1212	1	100000	NA	0	0	0	3320460
Myrm_rubr	scaffold1021_size30495_arrow_np1212	1	100000	0.0	143	0	707850	1494350
Myrm_sche	scaffold1021_size30495_arrow_np1212	1	100000	NA	0	0	0	39468
Myrm_lobu	scaffold1021_size30495_arrow_np1212	1	100000	NA	0	0	0	111540
Myrm_sabu	scaffold1025_size30413_arrow_np1212	1	100000	0.0	143	0	143	4964245
Myrm_rugi	scaffold1025_size30413_arrow_np1212	1	100000	0.0	143	0	143	15096367
Myrm_spec	scaffold1025_size30413_arrow_np1212	1	100000	NA	0	0	0	625053
Myrm_scab	scaffold1025_size30413_arrow_np1212	1	100000	NA	0	0	0	3320460
Myrm_rubr	scaffold1025_size30413_arrow_np1212	1	100000	0.0	143	0	306735	1895465
Myrm_sche	scaffold1025_size30413_arrow_np1212	1	100000	NA	0	0	0	39468
Myrm_lobu	scaffold1025_size30413_arrow_np1212	1	100000	NA	0	0	0	111540
Myrm_sabu	scaffold1026_size30397_arrow_np1212	1	100000	0.0049649839141604	278	11215	2258819	12356617
Myrm_rugi	scaffold1026_size30397_arrow_np1212	1	100000	0.0012108395880156	421	6563	5420206	39024764
Myrm_spec	scaffold1026_size30397_arrow_np1212	1	100000	0.002721864826363	276	663	243583	1596608
Myrm_scab	scaffold1026_size30397_arrow_np1212	1	100000	0.0061339524509171	278	10362	1689286	8086334
Myrm_rubr	scaffold1026_size30397_arrow_np1212	1	100000	0.0029487958472347	421	2412	817961	5665439
Myrm_sche	scaffold1026_size30397_arrow_np1212	1	100000	NA	0	0	0	116196
Myrm_lobu	scaffold1026_size30397_arrow_np1212	1	100000	0.0	133	0	798	327582
Myrm_sabu	scaffold1028_size30328_arrow_np1212	1	100000	NA	0	0	0	4894956
Myrm_rugi	scaffold1028_size30328_arrow_np1212	1	100000	NA	0	0	0	14885370
Myrm_spec	scaffold1028_size30328_arrow_np1212	1	100000	NA	0	0	0	616311
Myrm_scab	scaffold1028_size30328_arrow_np1212	1	100000	NA	0	0	0	3274020
Myrm_rubr	scaffold1028_size30328_arrow_np1212	1	100000	0.0	141	0	302445	1868955
Myrm_sche	scaffold1028_size30328_arrow_np1212	1	100000	NA	0	0	0	38916
Myrm_lobu	scaffold1028_size30328_arrow_np1212	1	100000	NA	0	0	0	109980
Myrm_sabu	scaffold1029_size30282_arrow_np1212	1	100000	0.0032787948659733	141	1112	339149	4555807
Myrm_rugi	scaffold1029_size30282_arrow_np1212	1	100000	0.0	141	0	3948	14881422
Myrm_spec	scaffold1029_size30282_arrow_np1212	1	100000	0.0017829852266938	141	7	3926	612385
Myrm_scab	scaffold1029_size30282_arrow_np1212	1	100000	0.0	141	0	25963	3248057
Myrm_rubr	scaffold1029_size30282_arrow_np1212	1	100000	NA	0	0	0	2171400
Myrm_sche	scaffold1029_size30282_arrow_np1212	1	100000	NA	0	0	0	38916
Myrm_lobu	scaffold1029_size30282_arrow_np1212	1	100000	0.0	141	0	846	109134
Myrm_scab	scaffold102_size710245_arrow_np1212	1	100000	0.0005832298926567	1213	7576	12989732	24882088
Myrm_sabu	scaffold102_size710245_arrow_np1212	1	100000	0.0001538588945784	1089	1464	9515212	47106584
Myrm_rugi	scaffold102_size710245_arrow_np1212	1	100000	0.0003435371145158	1492	11893	34619258	137565412
Myrm_spec	scaffold102_size710245_arrow_np1212	1	100000	8.65818267837789e-05	1082	168	1940361	5188740
Myrm_rubr	scaffold102_size710245_arrow_np1212	1	100000	4.108618419301909e-05	1511	281	6839282	18278118
Myrm_lobu	scaffold102_size710245_arrow_np1212	1	100000	0.001127403419107	959	165	146354	1125826
Myrm_sche	scaffold102_size710245_arrow_np1212	1	100000	0.0	964	0	101721	348435
Myrm_sche	scaffold102_size710245_arrow_np1212	100001	200000	0.0	999	0	133182	607326
Myrm_lobu	scaffold102_size710245_arrow_np1212	100001	200000	0.00130135007776	1142	446	342721	1750019
Myrm_rugi	scaffold102_size710245_arrow_np1212	100001	200000	0.000245582491813	1831	20275	82558817	200685493
Myrm_spec	scaffold102_size710245_arrow_np1212	100001	200000	0.0006445651017938	1001	1794	2783272	8944121
Myrm_scab	scaffold102_size710245_arrow_np1212	100001	200000	0.0012339751250581	1001	15772	12781457	49517803
Myrm_rubr	scaffold102_size710245_arrow_np1212	100001	200000	0.000186509629625	2540	4617	24754754	16563446
Myrm_sabu	scaffold102_size710245_arrow_np1212	100001	200000	0.0002107112541176	1287	2633	12495773	80647255
Myrm_rugi	scaffold102_size710245_arrow_np1212	200001	300000	0.0004524594831042	716	20470	45241620	45443010
Myrm_lobu	scaffold102_size710245_arrow_np1212	200001	300000	0.0105940776163325	144	288	27185	642835
Myrm_sche	scaffold102_size710245_arrow_np1212	200001	300000	0.0198912198912198	143	128	6435	230649
Myrm_rubr	scaffold102_size710245_arrow_np1212	200001	300000	0.0	859	0	6896982	6331618
Myrm_spec	scaffold102_size710245_arrow_np1212	200001	300000	0.0001487533509491	286	93	625196	3129493
Myrm_sabu	scaffold102_size710245_arrow_np1212	200001	300000	0.0023336934817585	572	15031	6440863	23380181
Myrm_scab	scaffold102_size710245_arrow_np1212	200001	300000	0.0017532792607941	430	6248	3563608	16382372
Myrm_rugi	scaffold102_size710245_arrow_np1212	300001	400000	0.0028647373421437	399	40254	14051550	58580610
Myrm_lobu	scaffold102_size710245_arrow_np1212	300001	400000	0.0016834387041262	398	135	80193	456447
Myrm_sche	scaffold102_size710245_arrow_np1212	300001	400000	0.0	289	0	39569	150319
Myrm_rubr	scaffold102_size710245_arrow_np1212	300001	400000	0.0011020542195028	542	5071	4601407	5993793
Myrm_scab	scaffold102_size710245_arrow_np1212	300001	400000	0.0001288715150994	255	429	3328897	12646463
Myrm_spec	scaffold102_size710245_arrow_np1212	300001	400000	0.0017865988444376	398	1825	1021494	1985754
Myrm_sabu	scaffold102_size710245_arrow_np1212	300001	400000	0.0004009309273714	256	2131	5315130	18569478
Myrm_lobu	scaffold102_size710245_arrow_np1212	400001	500000	0.0003660704947181	834	56	152976	1386744
Myrm_sche	scaffold102_size710245_arrow_np1212	400001	500000	0.0006715766380873	970	60	89342	455482
Myrm_rubr	scaffold102_size710245_arrow_np1212	400001	500000	0.00034527709978	1845	5385	15596169	14803431
Myrm_scab	scaffold102_size710245_arrow_np1212	400001	500000	0.0008632340624482	1135	8364	9689145	36147135
Myrm_spec	scaffold102_size710245_arrow_np1212	400001	500000	2.056189225953992e-05	830	32	1556277	7072077
Myrm_rugi	scaffold102_size710245_arrow_np1212	400001	500000	0.0004055921269844	1390	18863	46507313	161887867
Myrm_sabu	scaffold102_size710245_arrow_np1212	400001	500000	0.0009435736169472	1411	9148	9695057	58834327
Myrm_sche	scaffold102_size710245_arrow_np1212	500001	600000	0.0043744531933508	428	5	1143	196473
Myrm_sabu	scaffold102_size710245_arrow_np1212	500001	600000	0.007009833199122	430	34846	4971017	19885639
Myrm_rugi	scaffold102_size710245_arrow_np1212	500001	600000	0.0014811206229349	716	377	254537	75333583
Myrm_spec	scaffold102_size710245_arrow_np1212	500001	600000	0.0040509642652274	144	2507	618865	2510771
Myrm_scab	scaffold102_size710245_arrow_np1212	500001	600000	0.0034879012290339	144	11516	3301699	13323821
Myrm_rubr	scaffold102_size710245_arrow_np1212	500001	600000	0.0012104151902909	716	13268	10961528	64872
Myrm_lobu	scaffold102_size710245_arrow_np1212	500001	600000	0.0035391339739165	286	400	113022	445458
Myrm_rugi	scaffold102_size710245_arrow_np1212	600001	700000	0.0023419203747072	427	1	427	45289103
Myrm_spec	scaffold102_size710245_arrow_np1212	600001	700000	0.0020263424518743	141	26	12831	1862328
Myrm_lobu	scaffold102_size710245_arrow_np1212	600001	700000	0.0	143	0	143	334477
Myrm_rubr	scaffold102_size710245_arrow_np1212	600001	700000	0.0001728322294535	427	736	4258465	2348135
Myrm_sche	scaffold102_size710245_arrow_np1212	600001	700000	NA	0	0	0	118404
Myrm_scab	scaffold102_size710245_arrow_np1212	600001	700000	0.0020054063557645	143	1095	546024	9415356
Myrm_sabu	scaffold102_size710245_arrow_np1212	600001	700000	0.0019065032945714	427	171	89693	14803471
Myrm_sabu	scaffold1031_size57343_arrow_np1212	1	100000	0.0004754218898513	548	2651	5576100	27751260
Myrm_rugi	scaffold1031_size57343_arrow_np1212	1	100000	0.0079997834848563	429	3547	443387	100903813
Myrm_spec	scaffold1031_size57343_arrow_np1212	1	100000	0.0	401	0	282193	3913967
Myrm_scab	scaffold1031_size57343_arrow_np1212	1	100000	0.0	143	0	143	22291057
Myrm_rubr	scaffold1031_size57343_arrow_np1212	1	100000	0.0036118480758292	960	16421	4546426	10237574
Myrm_sche	scaffold1031_size57343_arrow_np1212	1	100000	0.0018713113574204	531	117	62523	202437
Myrm_lobu	scaffold1031_size57343_arrow_np1212	1	100000	0.0018795937833136	674	134	71292	677508
Myrm_sabu	scaffold1038_size43781_arrow_np1212	1	100000	0.0	143	0	143	4964245
Myrm_rugi	scaffold1038_size43781_arrow_np1212	1	100000	9.108618654464251e-05	143	1375	15095593	917
Myrm_spec	scaffold1038_size43781_arrow_np1212	1	100000	NA	0	0	0	625053
Myrm_scab	scaffold1038_size43781_arrow_np1212	1	100000	NA	0	0	0	3320460
Myrm_rubr	scaffold1038_size43781_arrow_np1212	1	100000	0.000927236258981	143	2041	2201165	1035
